season,lg,player,player_id,age,team,pos,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl
2025,NBA,Luke Kornet,kornelu01,29.0,BOS,C,73,16.0,1361.0,187,280,0.668,0.0,3.0,0.0,187.0,277.0,0.675,0.668,67,97,0.691,190.0,198.0,388.0,117,36.0,71.0,31.0,119.0,441,0.0
2025,NBA,Vit Krejci,krejcvi01,24.0,ATL,PG,57,16.0,1153.0,145,292,0.497,90.0,206.0,0.437,55.0,86.0,0.64,0.651,32,45,0.711,22.0,134.0,156.0,147,36.0,26.0,50.0,105.0,412,0.0
2025,NBA,Jonathan Kuminga,kuminjo01,22.0,GSW,PF,47,10.0,1144.0,258,568,0.454,46.0,151.0,0.305,212.0,417.0,0.508,0.495,157,235,0.668,56.0,161.0,217.0,104,38.0,21.0,71.0,90.0,719,0.0
2025,NBA,Kyle Kuzma,kuzmaky01,29.0,2TM,PF,65,62.0,1936.0,370,848,0.436,96.0,313.0,0.307,274.0,535.0,0.512,0.493,128,202,0.634,54.0,316.0,370.0,152,36.0,19.0,146.0,119.0,964,0.0
2025,NBA,Kyle Kuzma,kuzmaky01,29.0,WAS,PF,32,30.0,887.0,191,455,0.42,45.0,160.0,0.281,146.0,295.0,0.495,0.469,59,98,0.602,27.0,158.0,185.0,79,20.0,7.0,73.0,52.0,486,0.0
2025,NBA,Kyle Kuzma,kuzmaky01,29.0,MIL,PF,33,32.0,1049.0,179,393,0.455,51.0,153.0,0.333,128.0,240.0,0.533,0.52,69,104,0.663,27.0,158.0,185.0,73,16.0,12.0,73.0,67.0,478,0.0
2025,NBA,Skal Labissière,labissk01,28.0,SAC,PF,4,0.0,12.0,2,4,0.5,1.0,1.0,1.0,1.0,3.0,0.333,0.625,0,0,,1.0,2.0,3.0,1,0.0,0.0,0.0,1.0,5,0.0
2025,NBA,Jock Landale,landajo01,29.0,HOU,C,42,3.0,500.0,81,152,0.533,11.0,26.0,0.423,70.0,126.0,0.556,0.569,27,40,0.675,56.0,81.0,137.0,37,13.0,10.0,21.0,49.0,200,0.0
2025,NBA,Jake LaRavia,laravja01,23.0,2TM,PF,66,0.0,1349.0,160,337,0.475,60.0,142.0,0.423,100.0,195.0,0.513,0.564,78,115,0.678,90.0,169.0,259.0,158,62.0,23.0,86.0,132.0,458,0.0
2025,NBA,Jake LaRavia,laravja01,23.0,MEM,PF,47,0.0,982.0,118,241,0.49,40.0,90.0,0.444,78.0,151.0,0.517,0.573,67,96,0.698,67.0,138.0,205.0,133,44.0,20.0,69.0,92.0,343,0.0
2025,NBA,Jake LaRavia,laravja01,23.0,SAC,PF,19,0.0,367.0,42,96,0.438,20.0,52.0,0.385,22.0,44.0,0.5,0.542,11,19,0.579,23.0,31.0,54.0,25,18.0,3.0,17.0,40.0,115,0.0
2025,NBA,Pelle Larsson,larsspe01,23.0,MIA,SG,55,8.0,782.0,89,203,0.438,32.0,95.0,0.337,57.0,108.0,0.528,0.517,41,61,0.672,28.0,64.0,92.0,65,32.0,7.0,24.0,91.0,251,0.0
2025,NBA,Zach LaVine,lavinza01,29.0,2TM,SF,74,74.0,2602.0,625,1223,0.511,239.0,536.0,0.446,386.0,687.0,0.562,0.609,235,285,0.825,22.0,293.0,315.0,310,58.0,12.0,208.0,121.0,1724,0.0
2025,NBA,Zach LaVine,lavinza01,29.0,CHI,SF,42,42.0,1432.0,363,710,0.511,136.0,305.0,0.446,227.0,405.0,0.56,0.607,145,182,0.797,12.0,190.0,202.0,189,39.0,10.0,121.0,64.0,1007,0.0
2025,NBA,Zach LaVine,lavinza01,29.0,SAC,SG,32,32.0,1170.0,262,513,0.511,103.0,231.0,0.446,159.0,282.0,0.564,0.611,90,103,0.874,10.0,103.0,113.0,121,19.0,2.0,87.0,57.0,717,0.0
2025,NBA,A.J. Lawson,lawsoaj01,24.0,TOR,SG,26,2.0,486.0,80,190,0.421,33.0,101.0,0.327,47.0,89.0,0.528,0.508,43,63,0.683,20.0,66.0,86.0,31,13.0,6.0,15.0,44.0,236,0.0
2025,NBA,Damion Lee,leeda03,32.0,PHO,SG,25,0.0,144.0,27,74,0.365,9.0,37.0,0.243,18.0,37.0,0.486,0.426,20,21,0.952,3.0,17.0,20.0,11,6.0,0.0,10.0,6.0,83,0.0
2025,NBA,Alex Len,lenal01,31.0,2TM,C,46,7.0,380.0,32,63,0.508,2.0,9.0,0.222,30.0,54.0,0.556,0.524,8,17,0.471,38.0,57.0,95.0,38,9.0,21.0,20.0,56.0,74,0.0
2025,NBA,Alex Len,lenal01,31.0,SAC,C,36,3.0,258.0,22,41,0.537,1.0,6.0,0.167,21.0,35.0,0.6,0.549,7,13,0.538,25.0,39.0,64.0,30,8.0,18.0,11.0,35.0,52,0.0
2025,NBA,Alex Len,lenal01,31.0,LAL,C,10,4.0,122.0,10,22,0.455,1.0,3.0,0.333,9.0,19.0,0.474,0.477,1,4,0.25,13.0,18.0,31.0,8,1.0,3.0,9.0,21.0,22,0.0
2025,NBA,Kawhi Leonard,leonaka01,33.0,LAC,SF,37,37.0,1180.0,310,623,0.498,78.0,190.0,0.411,232.0,433.0,0.536,0.56,98,121,0.81,35.0,184.0,219.0,116,59.0,17.0,72.0,56.0,796,0.0
2025,NBA,Malevy Leons,leonsma01,25.0,OKC,SF,6,0.0,21.0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,4,0.5,1.0,2.0,3.0,1,0.0,0.0,1.0,4.0,2,0.0
2025,NBA,Caris LeVert,leverca01,30.0,2TM,SG,64,3.0,1596.0,280,599,0.467,106.0,284.0,0.373,174.0,315.0,0.552,0.556,110,155,0.71,41.0,162.0,203.0,215,57.0,33.0,76.0,99.0,776,0.0
2025,NBA,Caris LeVert,leverca01,30.0,CLE,SF,38,3.0,904.0,135,298,0.453,60.0,148.0,0.405,75.0,150.0,0.5,0.554,58,83,0.699,22.0,85.0,107.0,140,33.0,19.0,51.0,48.0,388,0.0
2025,NBA,Caris LeVert,leverca01,30.0,ATL,SG,26,0.0,692.0,145,301,0.482,46.0,136.0,0.338,99.0,165.0,0.6,0.558,52,72,0.722,19.0,77.0,96.0,75,24.0,14.0,25.0,51.0,388,0.0
2025,NBA,Maxwell Lewis,lewisma05,22.0,2TM,SF,28,1.0,327.0,45,108,0.417,19.0,50.0,0.38,26.0,58.0,0.448,0.505,7,10,0.7,18.0,37.0,55.0,19,9.0,7.0,14.0,29.0,116,0.0
2025,NBA,Maxwell Lewis,lewisma05,22.0,LAL,SF,7,0.0,29.0,2,6,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,0,0,,2.0,0.0,2.0,2,1.0,0.0,2.0,1.0,4,0.0
2025,NBA,Maxwell Lewis,lewisma05,22.0,BRK,SF,21,1.0,298.0,43,102,0.422,19.0,50.0,0.38,24.0,52.0,0.462,0.515,7,10,0.7,16.0,37.0,53.0,17,8.0,7.0,12.0,28.0,112,0.0
2025,NBA,E.J. Liddell,liddeej01,24.0,CHI,PF,12,0.0,53.0,8,15,0.533,3.0,10.0,0.3,5.0,5.0,1.0,0.633,2,2,1.0,3.0,6.0,9.0,3,1.0,1.0,2.0,11.0,21,0.0
2025,NBA,Damian Lillard,lillada01,34.0,MIL,PG,58,58.0,2093.0,444,992,0.448,197.0,524.0,0.376,247.0,468.0,0.528,0.547,362,393,0.921,29.0,243.0,272.0,410,70.0,10.0,162.0,97.0,1447,2.0
2025,NBA,Dereck Lively II,livelde01,20.0,DAL,C,36,29.0,833.0,134,191,0.702,0.0,0.0,,134.0,191.0,0.702,0.702,46,73,0.63,104.0,166.0,270.0,85,20.0,56.0,41.0,100.0,314,0.0
2025,NBA,Chris Livingston,livinch01,21.0,MIL,SF,21,1.0,106.0,9,27,0.333,0.0,8.0,0.0,9.0,19.0,0.474,0.333,12,16,0.75,10.0,25.0,35.0,5,5.0,0.0,6.0,8.0,30,0.0
2025,NBA,Kevon Looney,looneke01,28.0,GSW,C,76,6.0,1142.0,143,278,0.514,2.0,5.0,0.4,141.0,273.0,0.516,0.518,56,99,0.566,185.0,277.0,462.0,118,46.0,37.0,39.0,154.0,344,0.0
2025,NBA,Brook Lopez,lopezbr01,36.0,MIL,C,80,80.0,2546.0,394,774,0.509,139.0,373.0,0.373,255.0,401.0,0.636,0.599,114,138,0.826,113.0,288.0,401.0,143,50.0,148.0,84.0,171.0,1041,0.0
2025,NBA,Kevin Love,loveke01,36.0,MIA,PF,23,9.0,251.0,41,115,0.357,24.0,67.0,0.358,17.0,48.0,0.354,0.461,16,23,0.696,22.0,72.0,94.0,22,15.0,4.0,14.0,21.0,122,0.0
2025,NBA,Kyle Lowry,lowryky01,38.0,PHI,PG,35,12.0,659.0,41,117,0.35,29.0,88.0,0.33,12.0,29.0,0.414,0.474,27,33,0.818,11.0,56.0,67.0,96,33.0,11.0,21.0,62.0,138,0.0
2025,NBA,Trey Lyles,lylestr01,29.0,SAC,PF,69,5.0,1349.0,157,374,0.42,81.0,238.0,0.34,76.0,136.0,0.559,0.528,56,80,0.7,80.0,236.0,316.0,82,41.0,23.0,39.0,86.0,451,0.0
2025,NBA,Sandro Mamukelashvili,mamuksa01,25.0,SAS,PF,61,0.0,681.0,141,281,0.502,60.0,161.0,0.373,81.0,120.0,0.675,0.609,43,58,0.741,62.0,125.0,187.0,48,22.0,17.0,26.0,60.0,385,0.0
2025,NBA,Terance Mann,mannte01,28.0,2TM,SG,67,13.0,1414.0,205,413,0.496,60.0,163.0,0.368,145.0,250.0,0.58,0.569,47,68,0.691,68.0,131.0,199.0,121,47.0,15.0,47.0,128.0,517,0.0
2025,NBA,Terance Mann,mannte01,28.0,LAC,SG,37,12.0,732.0,87,195,0.446,26.0,75.0,0.347,61.0,120.0,0.508,0.513,23,32,0.719,32.0,75.0,107.0,59,28.0,11.0,25.0,68.0,223,0.0
2025,NBA,Terance Mann,mannte01,28.0,ATL,SG,30,1.0,682.0,118,218,0.541,34.0,88.0,0.386,84.0,130.0,0.646,0.619,24,36,0.667,36.0,56.0,92.0,62,19.0,4.0,22.0,60.0,294,0.0
2025,NBA,Tre Mann,manntr01,23.0,CHO,PG,13,0.0,319.0,70,161,0.435,24.0,60.0,0.4,46.0,101.0,0.455,0.509,19,21,0.905,12.0,26.0,38.0,39,7.0,4.0,25.0,24.0,183,0.0
2025,NBA,Lauri Markkanen,markkla01,27.0,UTA,PF,47,47.0,1476.0,296,700,0.423,138.0,399.0,0.346,158.0,301.0,0.525,0.521,162,185,0.876,72.0,206.0,278.0,70,33.0,17.0,66.0,79.0,892,0.0
2025,NBA,Naji Marshall,marshna01,27.0,DAL,SF,69,31.0,1919.0,362,712,0.508,60.0,218.0,0.275,302.0,494.0,0.611,0.551,130,160,0.813,76.0,252.0,328.0,208,70.0,11.0,112.0,109.0,914,0.0
2025,NBA,Caleb Martin,martica02,29.0,2TM,SF,45,24.0,1218.0,129,304,0.424,37.0,103.0,0.359,92.0,201.0,0.458,0.485,61,98,0.622,53.0,124.0,177.0,95,46.0,23.0,56.0,87.0,356,0.0
2025,NBA,Caleb Martin,martica02,29.0,PHI,SF,31,24.0,943.0,101,232,0.435,33.0,87.0,0.379,68.0,145.0,0.469,0.506,46,74,0.622,43.0,93.0,136.0,69,34.0,20.0,43.0,63.0,281,0.0
2025,NBA,Caleb Martin,martica02,29.0,DAL,SF,14,0.0,275.0,28,72,0.389,4.0,16.0,0.25,24.0,56.0,0.429,0.417,15,24,0.625,10.0,31.0,41.0,26,12.0,3.0,13.0,24.0,75,0.0
2025,NBA,Cody Martin,martico01,29.0,2TM,SF,53,8.0,1173.0,136,325,0.418,43.0,151.0,0.285,93.0,174.0,0.534,0.485,43,61,0.705,53.0,171.0,224.0,105,56.0,32.0,51.0,95.0,358,0.0
2025,NBA,Cody Martin,martico01,29.0,CHO,SF,39,8.0,967.0,116,268,0.433,40.0,124.0,0.323,76.0,144.0,0.528,0.507,34,49,0.694,40.0,136.0,176.0,89,43.0,26.0,42.0,72.0,306,0.0
2025,NBA,Cody Martin,martico01,29.0,PHO,SF,14,0.0,206.0,20,57,0.351,3.0,27.0,0.111,17.0,30.0,0.567,0.377,9,12,0.75,13.0,35.0,48.0,16,13.0,6.0,9.0,23.0,52,0.0
2025,NBA,Jaylen Martin,martija02,21.0,2TM,SF,16,0.0,239.0,31,74,0.419,7.0,23.0,0.304,24.0,51.0,0.471,0.466,9,10,0.9,11.0,33.0,44.0,17,9.0,0.0,12.0,14.0,78,0.0
2025,NBA,Jaylen Martin,martija02,21.0,BRK,SF,3,0.0,5.0,1,2,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,3,0.0
2025,NBA,Jaylen Martin,martija02,21.0,WAS,SF,13,0.0,234.0,30,72,0.417,6.0,22.0,0.273,24.0,50.0,0.48,0.458,9,10,0.9,11.0,33.0,44.0,17,9.0,0.0,12.0,13.0,75,0.0
2025,NBA,KJ Martin,martike04,24.0,2TM,PF,43,16.0,912.0,111,201,0.552,15.0,58.0,0.259,96.0,143.0,0.671,0.59,37,47,0.787,30.0,95.0,125.0,48,17.0,22.0,24.0,101.0,274,0.0
2025,NBA,KJ Martin,martike04,24.0,PHI,PF,24,7.0,480.0,61,99,0.616,8.0,21.0,0.381,53.0,78.0,0.679,0.657,24,29,0.828,21.0,51.0,72.0,19,11.0,16.0,12.0,62.0,154,0.0
2025,NBA,KJ Martin,martike04,24.0,UTA,SF,19,9.0,432.0,50,102,0.49,7.0,37.0,0.189,43.0,65.0,0.662,0.525,13,18,0.722,9.0,44.0,53.0,29,6.0,6.0,12.0,39.0,120,0.0
2025,NBA,Tyrese Martin,martity01,25.0,BRK,SG,60,11.0,1315.0,189,465,0.406,99.0,282.0,0.351,90.0,183.0,0.492,0.513,46,58,0.793,58.0,161.0,219.0,122,34.0,9.0,74.0,77.0,523,0.0
2025,NBA,Garrison Mathews,mathega01,28.0,ATL,SG,47,2.0,830.0,102,257,0.397,85.0,218.0,0.39,17.0,39.0,0.436,0.562,64,78,0.821,13.0,74.0,87.0,60,26.0,15.0,31.0,81.0,353,0.0
2025,NBA,Bennedict Mathurin,mathube01,22.0,IND,SF,72,49.0,2149.0,391,853,0.458,98.0,288.0,0.34,293.0,565.0,0.519,0.516,276,332,0.831,87.0,296.0,383.0,136,47.0,24.0,135.0,162.0,1156,0.0
2025,NBA,Karlo Matković,matkoka01,23.0,NOP,PF,42,7.0,791.0,135,235,0.574,21.0,66.0,0.318,114.0,169.0,0.675,0.619,34,44,0.773,64.0,145.0,209.0,46,22.0,41.0,43.0,106.0,325,0.0
2025,NBA,Tyrese Maxey,maxeyty01,24.0,PHI,PG,52,52.0,1960.0,477,1091,0.437,161.0,478.0,0.337,316.0,613.0,0.515,0.511,254,289,0.879,15.0,159.0,174.0,317,91.0,21.0,124.0,116.0,1369,1.0
2025,NBA,Miles McBride,mcbrimi01,24.0,NYK,PG,64,10.0,1593.0,222,547,0.406,115.0,312.0,0.369,107.0,235.0,0.455,0.511,52,64,0.813,47.0,114.0,161.0,187,67.0,17.0,41.0,108.0,611,0.0
2025,NBA,Jared McCain,mccaija01,20.0,PHI,SG,23,8.0,592.0,126,274,0.46,51.0,133.0,0.383,75.0,141.0,0.532,0.553,49,56,0.875,13.0,43.0,56.0,60,15.0,0.0,37.0,37.0,352,0.0
2025,NBA,Mac McClung,mccluma01,26.0,ORL,SG,2,0.0,10.0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,,0.0,1.0,1.0,3,0.0,0.0,0.0,2.0,0,0.0
2025,NBA,CJ McCollum,mccolcj01,33.0,NOP,PG,56,56.0,1832.0,444,1000,0.444,171.0,459.0,0.373,273.0,541.0,0.505,0.53,124,173,0.717,42.0,170.0,212.0,227,46.0,24.0,106.0,124.0,1183,0.0
2025,NBA,T.J. McConnell,mccontj01,32.0,IND,PG,79,1.0,1415.0,324,624,0.519,15.0,49.0,0.306,309.0,575.0,0.537,0.531,57,77,0.74,44.0,149.0,193.0,351,83.0,21.0,109.0,79.0,720,0.0
2025,NBA,Kevin McCullar Jr.,mcculke01,23.0,NYK,SF,4,0.0,29.0,2,7,0.286,0.0,1.0,0.0,2.0,6.0,0.333,0.286,2,2,1.0,0.0,8.0,8.0,2,1.0,1.0,0.0,6.0,6,0.0
2025,NBA,Jalen McDaniels,mcdanja01,27.0,WAS,SF,4,0.0,7.0,0,0,,0.0,0.0,,0.0,0.0,,,0,0,,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0.0
2025,NBA,Jaden McDaniels,mcdanja02,24.0,MIN,PF,82,82.0,2614.0,398,834,0.477,100.0,303.0,0.33,298.0,531.0,0.561,0.537,104,128,0.813,129.0,341.0,470.0,163,110.0,74.0,95.0,225.0,1000,0.0
2025,NBA,Doug McDermott,mcderdo01,33.0,SAC,SF,42,3.0,342.0,50,117,0.427,44.0,101.0,0.436,6.0,16.0,0.375,0.615,3,5,0.6,3.0,19.0,22.0,7,4.0,2.0,6.0,30.0,147,0.0
2025,NBA,Bryce McGowens,mcgowbr01,22.0,POR,SG,13,0.0,32.0,4,14,0.286,0.0,4.0,0.0,4.0,10.0,0.4,0.286,5,6,0.833,2.0,1.0,3.0,2,1.0,0.0,4.0,3.0,13,0.0
2025,NBA,Jordan McLaughlin,mclaujo01,28.0,2TM,PG,46,0.0,314.0,31,72,0.431,19.0,46.0,0.413,12.0,26.0,0.462,0.563,17,22,0.773,6.0,24.0,30.0,51,16.0,1.0,16.0,18.0,98,0.0
2025,NBA,Jordan McLaughlin,mclaujo01,28.0,SAC,PG,28,0.0,190.0,16,44,0.364,10.0,26.0,0.385,6.0,18.0,0.333,0.477,11,16,0.688,4.0,17.0,21.0,24,11.0,0.0,11.0,13.0,53,0.0
2025,NBA,Jordan McLaughlin,mclaujo01,28.0,SAS,PG,18,0.0,124.0,15,28,0.536,9.0,20.0,0.45,6.0,8.0,0.75,0.696,6,6,1.0,2.0,7.0,9.0,27,5.0,1.0,5.0,5.0,45,0.0
2025,NBA,Jack McVeigh,mcveija01,28.0,HOU,PF,9,0.0,43.0,5,17,0.294,4.0,13.0,0.308,1.0,4.0,0.25,0.412,0,0,,2.0,3.0,5.0,1,0.0,2.0,2.0,3.0,14,0.0
2025,NBA,De'Anthony Melton,meltode01,26.0,GSW,SG,6,2.0,121.0,22,54,0.407,13.0,35.0,0.371,9.0,19.0,0.474,0.528,5,8,0.625,6.0,14.0,20.0,17,7.0,2.0,10.0,18.0,62,0.0
2025,NBA,Sam Merrill,merrisa01,28.0,CLE,SG,71,4.0,1401.0,172,424,0.406,137.0,368.0,0.372,35.0,56.0,0.625,0.567,28,29,0.966,38.0,119.0,157.0,108,53.0,14.0,35.0,124.0,509,0.0
2025,NBA,Vasilije Micić,micicva01,31.0,2TM,PG,41,16.0,785.0,95,273,0.348,45.0,125.0,0.36,50.0,148.0,0.338,0.43,34,41,0.829,20.0,69.0,89.0,128,15.0,0.0,77.0,45.0,269,0.0
2025,NBA,Vasilije Micić,micicva01,31.0,CHO,PG,36,16.0,764.0,95,273,0.348,45.0,125.0,0.36,50.0,148.0,0.338,0.43,34,41,0.829,20.0,67.0,87.0,127,15.0,0.0,74.0,44.0,269,0.0
2025,NBA,Vasilije Micić,micicva01,31.0,PHO,PG,5,0.0,21.0,0,0,,0.0,0.0,,0.0,0.0,,,0,0,,0.0,2.0,2.0,1,0.0,0.0,3.0,1.0,0,0.0
2025,NBA,Khris Middleton,middlkh01,33.0,2TM,SF,37,21.0,843.0,160,337,0.475,48.0,133.0,0.361,112.0,204.0,0.549,0.546,72,84,0.857,13.0,124.0,137.0,150,35.0,8.0,56.0,75.0,440,0.0
2025,NBA,Khris Middleton,middlkh01,33.0,MIL,SF,23,7.0,534.0,108,211,0.512,35.0,86.0,0.407,73.0,125.0,0.584,0.595,39,46,0.848,5.0,80.0,85.0,102,17.0,5.0,37.0,52.0,290,0.0
2025,NBA,Khris Middleton,middlkh01,33.0,WAS,SF,14,14.0,309.0,52,126,0.413,13.0,47.0,0.277,39.0,79.0,0.494,0.464,33,38,0.868,8.0,44.0,52.0,48,18.0,3.0,19.0,23.0,150,0.0
2025,NBA,Brandon Miller,millebr02,22.0,CHO,SF,27,27.0,924.0,198,491,0.403,104.0,293.0,0.355,94.0,198.0,0.475,0.509,68,79,0.861,25.0,106.0,131.0,98,29.0,20.0,76.0,74.0,568,0.0
2025,NBA,Emanuel Miller,milleem01,24.0,CHI,PF,6,0.0,25.0,4,8,0.5,0.0,1.0,0.0,4.0,7.0,0.571,0.5,2,2,1.0,4.0,4.0,8.0,2,1.0,0.0,0.0,3.0,10,0.0
2025,NBA,Jordan Miller,millejo02,25.0,LAC,SF,37,0.0,420.0,58,134,0.433,8.0,38.0,0.211,50.0,96.0,0.521,0.463,28,35,0.8,23.0,35.0,58.0,34,17.0,5.0,26.0,26.0,152,0.0
2025,NBA,Leonard Miller,millele01,21.0,MIN,SF,13,0.0,32.0,6,15,0.4,0.0,5.0,0.0,6.0,10.0,0.6,0.4,8,8,1.0,3.0,8.0,11.0,0,2.0,1.0,2.0,2.0,20,0.0
2025,NBA,Patty Mills,millspa02,36.0,2TM,PG,29,0.0,321.0,36,96,0.375,26.0,75.0,0.347,10.0,21.0,0.476,0.51,13,14,0.929,4.0,18.0,22.0,26,13.0,3.0,17.0,24.0,111,0.0
2025,NBA,Patty Mills,millspa02,36.0,UTA,PG,17,0.0,260.0,26,76,0.342,17.0,57.0,0.298,9.0,19.0,0.474,0.454,5,5,1.0,3.0,18.0,21.0,21,12.0,3.0,16.0,12.0,74,0.0
2025,NBA,Patty Mills,millspa02,36.0,LAC,PG,12,0.0,61.0,10,20,0.5,9.0,18.0,0.5,1.0,2.0,0.5,0.725,8,9,0.889,1.0,0.0,1.0,5,1.0,0.0,1.0,12.0,37,0.0
2025,NBA,Shake Milton,miltosh01,28.0,2TM,SG,57,2.0,837.0,115,254,0.453,38.0,106.0,0.358,77.0,148.0,0.52,0.528,47,59,0.797,31.0,73.0,104.0,102,25.0,4.0,40.0,67.0,315,0.0
2025,NBA,Shake Milton,miltosh01,28.0,BRK,SG,27,1.0,492.0,73,157,0.465,28.0,72.0,0.389,45.0,85.0,0.529,0.554,25,33,0.758,16.0,35.0,51.0,64,15.0,1.0,20.0,43.0,199,0.0
2025,NBA,Shake Milton,miltosh01,28.0,LAL,SG,30,1.0,345.0,42,97,0.433,10.0,34.0,0.294,32.0,63.0,0.508,0.485,22,26,0.846,15.0,38.0,53.0,38,10.0,3.0,20.0,24.0,116,0.0
2025,NBA,Justin Minaya,minayju01,25.0,POR,SF,19,0.0,101.0,8,21,0.381,2.0,10.0,0.2,6.0,11.0,0.545,0.429,0,2,0.0,5.0,5.0,10.0,7,6.0,1.0,5.0,12.0,18,0.0
2025,NBA,Riley Minix,minixri01,24.0,SAS,SF,1,0.0,7.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0,0,,0.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0,0.0
2025,NBA,Josh Minott,minotjo01,22.0,MIN,SF,46,0.0,276.0,44,90,0.489,14.0,43.0,0.326,30.0,47.0,0.638,0.567,17,19,0.895,12.0,35.0,47.0,18,15.0,12.0,11.0,34.0,119,0.0
2025,NBA,Yves Missi,missiyv01,20.0,NOP,C,73,67.0,1956.0,269,492,0.547,0.0,1.0,0.0,269.0,491.0,0.548,0.547,127,204,0.623,255.0,346.0,601.0,99,37.0,98.0,82.0,145.0,665,0.0
2025,NBA,Ajay Mitchell,mitchaj01,22.0,OKC,SG,36,1.0,597.0,91,184,0.495,23.0,60.0,0.383,68.0,124.0,0.548,0.557,29,35,0.829,18.0,50.0,68.0,64,25.0,4.0,29.0,68.0,234,0.0
2025,NBA,Davion Mitchell,mitchda01,26.0,2TM,PG,74,37.0,2027.0,223,476,0.468,84.0,211.0,0.398,139.0,265.0,0.525,0.557,58,84,0.69,35.0,132.0,167.0,363,72.0,16.0,128.0,185.0,588,0.0
2025,NBA,Davion Mitchell,mitchda01,26.0,TOR,PG,44,22.0,1080.0,106,244,0.434,42.0,117.0,0.359,64.0,127.0,0.504,0.52,25,37,0.676,16.0,69.0,85.0,203,31.0,8.0,78.0,116.0,279,0.0
2025,NBA,Davion Mitchell,mitchda01,26.0,MIA,PG,30,15.0,947.0,117,232,0.504,42.0,94.0,0.447,75.0,138.0,0.543,0.595,33,47,0.702,19.0,63.0,82.0,160,41.0,8.0,50.0,69.0,309,0.0
2025,NBA,Donovan Mitchell,mitchdo01,28.0,CLE,SG,71,71.0,2232.0,585,1320,0.443,233.0,633.0,0.368,352.0,687.0,0.512,0.531,298,362,0.823,57.0,265.0,322.0,354,95.0,17.0,149.0,140.0,1701,0.0
2025,NBA,Evan Mobley,mobleev01,23.0,CLE,PF,71,71.0,2167.0,505,906,0.557,85.0,230.0,0.37,420.0,676.0,0.621,0.604,221,305,0.725,164.0,495.0,659.0,226,61.0,113.0,145.0,141.0,1316,0.0
2025,NBA,Isaiah Mobley,mobleis01,25.0,PHI,PF,1,0.0,17.0,2,7,0.286,1.0,3.0,0.333,1.0,4.0,0.25,0.357,1,2,0.5,1.0,3.0,4.0,5,1.0,1.0,0.0,3.0,6,0.0
2025,NBA,Jonathan Mogbo,mogbojo01,23.0,TOR,PF,63,18.0,1286.0,156,356,0.438,17.0,70.0,0.243,139.0,286.0,0.486,0.462,60,82,0.732,109.0,202.0,311.0,146,55.0,34.0,70.0,136.0,389,1.0
2025,NBA,Malik Monk,monkma01,26.0,SAC,SG,65,45.0,2054.0,412,939,0.439,139.0,428.0,0.325,273.0,511.0,0.534,0.513,154,178,0.865,30.0,215.0,245.0,362,61.0,38.0,159.0,158.0,1117,0.0
2025,NBA,Moses Moody,moodymo01,22.0,GSW,SG,74,34.0,1649.0,246,568,0.433,126.0,337.0,0.374,120.0,231.0,0.519,0.544,106,133,0.797,52.0,137.0,189.0,96,59.0,31.0,54.0,116.0,724,0.0
2025,NBA,Taze Moore,mooreta02,26.0,POR,SG,2,0.0,20.0,2,10,0.2,1.0,4.0,0.25,1.0,6.0,0.167,0.25,1,2,0.5,4.0,4.0,8.0,1,2.0,0.0,2.0,0.0,6,0.0
2025,NBA,Wendell Moore Jr.,moorewe01,23.0,2TM,SG,36,1.0,499.0,59,126,0.468,14.0,41.0,0.341,45.0,85.0,0.529,0.524,18,22,0.818,30.0,65.0,95.0,42,20.0,5.0,27.0,31.0,150,0.0
2025,NBA,Wendell Moore Jr.,moorewe01,23.0,DET,SG,20,1.0,219.0,23,50,0.46,4.0,14.0,0.286,19.0,36.0,0.528,0.5,13,14,0.929,11.0,33.0,44.0,23,10.0,3.0,9.0,15.0,63,0.0
2025,NBA,Wendell Moore Jr.,moorewe01,23.0,CHO,SG,16,0.0,280.0,36,76,0.474,10.0,27.0,0.37,26.0,49.0,0.531,0.539,5,8,0.625,19.0,32.0,51.0,19,10.0,2.0,18.0,16.0,87,0.0
2025,NBA,Ja Morant,moranja01,25.0,MEM,PG,50,50.0,1519.0,404,889,0.454,88.0,285.0,0.309,316.0,604.0,0.523,0.504,263,319,0.824,34.0,171.0,205.0,364,61.0,12.0,185.0,113.0,1159,1.0
2025,NBA,Markieff Morris,morrima02,35.0,2TM,PF,15,2.0,165.0,21,70,0.3,9.0,36.0,0.25,12.0,34.0,0.353,0.364,5,6,0.833,3.0,20.0,23.0,21,2.0,3.0,5.0,16.0,56,0.0
