slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
gilgesh01,Shai Gilgeous-Alexander,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2192,14,26,5,9,9,11,1,5,6,0,1,1,5,7.0,32.7,2025-04-08
okongon01,Onyeka Okongwu,Team.ATLANTA_HAWKS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,2413,9,17,4,7,8,8,7,7,4,3,0,2,4,-6.0,30.9,2025-04-08
townska01,Karl-Anthony Towns,Team.NEW_YORK_KNICKS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,2557,14,21,1,3,5,7,2,12,2,1,1,0,4,1.0,30.6,2025-04-08
zubaciv01,Ivica Zubac,Team.LOS_ANGELES_CLIPPERS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2323,11,17,0,0,2,2,8,12,5,1,0,2,2,12.0,27.4,2025-04-08
antetgi01,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,Location.HOME,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2259,9,15,1,2,4,11,3,10,10,1,1,0,0,26.0,27.1,2025-04-08
porzikr01,Kristaps Porziņģis,Team.BOSTON_CELTICS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2322,11,19,8,13,4,6,0,4,3,1,1,2,3,0.0,26.1,2025-04-08
moranja01,Ja Morant,Team.MEMPHIS_GRIZZLIES,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.WIN,1643,10,21,4,10,4,4,3,2,8,0,1,0,1,31.0,25.9,2025-04-08
tatumja01,Jayson Tatum,Team.BOSTON_CELTICS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2864,11,22,4,11,6,8,0,7,5,1,1,2,2,2.0,24.7,2025-04-08
garlada01,Darius Garland,Team.CLEVELAND_CAVALIERS,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,1746,10,17,6,10,2,2,1,1,5,1,0,1,1,8.0,24.2,2025-04-08
siakapa01,Pascal Siakam,Team.INDIANA_PACERS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2055,11,19,1,1,1,1,5,5,3,2,0,0,1,-1.0,23.8,2025-04-08
