slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2086,12,17,1,3,4,5,3,12,14,2,1,2,4,24.0,36.1,2024-02-23
wembavi01,Victor Wembanyama,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1855,7,16,3,8,10,11,1,9,8,5,5,2,3,0.0,32.5,2024-02-23
antetgi01,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2471,9,13,1,1,14,21,4,9,5,1,0,3,1,1.0,31.3,2024-02-23
portemi01,Michael Porter Jr.,Team.DENVER_NUGGETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,2044,13,21,5,10,3,3,4,8,1,1,1,0,3,17.0,30.9,2024-02-23
gilgesh01,Shai Gilgeous-Alexander,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1779,10,17,1,3,9,9,0,7,9,1,1,1,3,38.0,30.0,2024-02-23
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2057,13,22,2,3,2,2,1,6,9,1,0,2,0,21.0,27.6,2024-02-23
davisan02,Anthony Davis,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1743,10,14,0,1,8,10,5,8,0,1,0,1,2,10.0,26.5,2024-02-23
butleji01,Jimmy Butler,Team.MIAMI_HEAT,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1620,7,12,1,1,8,12,2,7,6,3,1,3,0,19.0,24.2,2024-02-23
murrade01,Dejounte Murray,Team.ATLANTA_HAWKS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,2156,10,18,0,4,4,4,3,7,7,1,0,1,1,-3.0,24.1,2024-02-23
duranke01,Kevin Durant,Team.PHOENIX_SUNS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,2281,10,22,1,7,7,10,0,11,8,1,2,2,3,5.0,23.5,2024-02-23
bolbo01,Bol Bol,Team.PHOENIX_SUNS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,1591,11,17,2,3,1,2,6,8,0,1,1,1,4,3.0,22.8,2024-02-23
jacksja02,Jaren Jackson Jr.,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1936,11,25,2,7,5,7,1,3,5,4,0,2,2,-5.0,21.4,2024-02-23
barnesc01,Scottie Barnes,Team.TORONTO_RAPTORS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.WIN,2196,8,13,0,2,4,4,1,4,10,1,1,3,2,6.0,20.9,2024-02-23
holmgch01,Chet Holmgren,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1384,11,14,2,5,1,2,1,9,0,0,2,3,2,6.0,20.2,2024-02-23
garlada01,Darius Garland,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.LOSS,2302,6,13,2,6,6,6,0,5,9,2,0,3,1,-1.0,19.7,2024-02-23
baglema01,Marvin Bagley III,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1258,6,12,0,0,3,3,10,4,1,2,1,1,0,-10.0,19.6,2024-02-23
smithja05,Jabari Smith Jr.,Team.HOUSTON_ROCKETS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2472,6,18,3,10,7,8,5,11,3,2,1,1,6,2.0,19.6,2024-02-23
vanvlfr01,Fred VanVleet,Team.HOUSTON_ROCKETS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2193,7,15,6,14,3,4,1,4,5,2,0,2,2,8.0,19.5,2024-02-23
mannte01,Terance Mann,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1867,9,17,4,8,1,1,5,7,1,1,0,1,4,14.0,19.4,2024-02-23
aytonde01,Deandre Ayton,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,2103,11,17,0,0,0,0,3,7,3,0,0,1,3,-20.0,18.6,2024-02-23
simonan01,Anfernee Simons,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.DENVER_NUGGETS,Outcome.LOSS,2188,8,15,3,6,2,2,0,3,8,1,0,1,4,-24.0,18.6,2024-02-23
allengr01,Grayson Allen,Team.PHOENIX_SUNS,Location.AWAY,Team.HOUSTON_ROCKETS,Outcome.LOSS,2149,4,9,3,7,4,6,2,4,6,2,2,0,3,16.0,18.5,2024-02-23
leonaka01,Kawhi Leonard,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2179,10,18,2,6,2,2,2,6,4,3,1,6,2,8.0,18.3,2024-02-23
gilleco01,Collin Gillespie,Team.DENVER_NUGGETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1431,7,9,4,4,0,1,0,2,4,1,0,0,1,23.0,18.1,2024-02-23
thompam01,Amen Thompson,Team.HOUSTON_ROCKETS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1987,6,11,0,2,3,4,5,5,2,1,2,0,1,14.0,17.7,2024-02-23
adebaba01,Bam Adebayo,Team.MIAMI_HEAT,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2186,11,18,0,0,2,4,1,6,1,1,3,3,2,6.0,17.5,2024-02-23
russeda01,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2093,8,18,3,7,3,3,0,3,6,1,0,1,1,-3.0,17.3,2024-02-23
goberru01,Rudy Gobert,Team.MINNESOTA_TIMBERWOLVES,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2283,6,8,0,0,0,1,7,12,1,0,2,0,5,5.0,17.0,2024-02-23
