slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
vucevni01,Nikola Vučević,Team.CHICAGO_BULLS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2051,17,25,2,6,4,4,2,11,3,1,0,0,3,5.0,35.9,2025-01-17
reaveau01,Austin Reaves,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,2225,13,23,4,8,8,8,0,3,3,2,1,0,2,1.0,32.0,2025-01-17
murraja01,Jamal Murray,Team.DENVER_NUGGETS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,2248,12,24,2,7,4,4,2,5,8,3,1,0,0,19.0,30.2,2025-01-17
edwaran01,Anthony Edwards,Team.MINNESOTA_TIMBERWOLVES,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2269,12,21,8,13,4,4,2,11,7,0,0,6,0,24.0,29.7,2025-01-17
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,1837,9,12,1,2,5,5,2,10,10,1,0,2,1,6.0,29.2,2025-01-17
lillada01,Damian Lillard,Team.MILWAUKEE_BUCKS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,2151,6,14,4,7,10,10,0,3,8,2,1,0,3,11.0,26.6,2025-01-17
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,2096,12,17,4,6,1,2,1,6,8,1,2,5,2,-11.0,26.2,2025-01-17
tatumja01,Jayson Tatum,Team.BOSTON_CELTICS,Location.HOME,Team.ORLANDO_MAGIC,Outcome.WIN,2101,12,21,4,9,2,3,0,6,4,2,1,1,2,24.0,25.2,2025-01-17
antetgi01,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.WIN,2124,12,20,0,1,11,18,4,9,3,1,1,6,3,14.0,25.1,2025-01-17
banede01,Desmond Bane,Team.MEMPHIS_GRIZZLIES,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1977,10,17,2,6,0,0,1,5,14,3,0,3,3,23.0,24.9,2025-01-17
aldamsa01,Santi Aldama,Team.MEMPHIS_GRIZZLIES,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,1813,10,19,5,12,4,4,3,5,1,1,0,1,0,25.0,24.0,2025-01-17
willizi01,Zion Williamson,Team.NEW_ORLEANS_PELICANS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,1355,11,21,0,0,2,5,8,6,6,0,3,2,4,5.0,22.6,2025-01-17
willima07,Mark Williams,Team.CHARLOTTE_HORNETS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1978,9,17,0,0,1,2,7,12,3,1,2,0,5,10.0,21.3,2025-01-17
sextoco01,Collin Sexton,Team.UTAH_JAZZ,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,1915,7,11,1,4,9,10,1,3,5,1,0,3,2,-18.0,21.0,2025-01-17
