slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
sabondo01,Domantas Sabonis,Team.SACRAMENTO_KINGS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,2205,10,14,1,3,8,9,3,9,10,1,1,2,3,11.0,33.1,2024-10-26
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2206,14,26,7,12,6,8,3,6,4,2,1,5,2,7.0,31.2,2024-10-26
davisan02,Anthony Davis,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2265,10,15,1,2,10,13,3,6,2,3,2,2,1,-22.0,30.6,2024-10-26
doncilu01,Luka Dončić,Team.DALLAS_MAVERICKS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,2364,12,25,5,13,11,12,1,9,4,0,1,2,4,-12.0,30.2,2024-10-26
powelno01,Norman Powell,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.WIN,1991,14,21,7,11,2,3,1,2,0,1,0,0,1,-3.0,29.4,2024-10-26
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2026,12,22,4,9,4,4,0,14,10,0,1,5,3,13.0,27.1,2024-10-26
butleji01,Jimmy Butler,Team.MIAMI_HEAT,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.WIN,2214,7,15,1,3,11,17,4,4,8,2,1,1,2,-4.0,26.4,2024-10-26
tatumja01,Jayson Tatum,Team.BOSTON_CELTICS,Location.AWAY,Team.DETROIT_PISTONS,Outcome.WIN,2288,12,26,6,13,7,9,1,3,2,2,1,1,5,1.0,25.5,2024-10-26
mitchdo01,Donovan Mitchell,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.WASHINGTON_WIZARDS,Outcome.WIN,1758,11,18,6,11,2,3,1,3,5,4,0,5,1,18.0,25.1,2024-10-26
duranke01,Kevin Durant,Team.PHOENIX_SUNS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.WIN,2362,10,21,4,8,7,9,0,9,2,1,1,1,0,11.0,24.3,2024-10-26
