slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,2286,16,25,3,6,4,7,2,8,10,0,0,3,2,14.0,33.7,2025-03-26
townska01,Karl-Anthony Towns,Team.NEW_YORK_KNICKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2317,11,20,4,7,8,10,1,13,4,2,0,4,2,2.0,28.2,2025-03-26
doncilu01,Luka Dončić,Team.LOS_ANGELES_LAKERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,2278,11,21,6,10,6,7,0,7,7,0,1,3,2,-16.0,27.2,2025-03-26
porzikr01,Kristaps Porziņģis,Team.BOSTON_CELTICS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.WIN,1729,10,15,4,5,6,8,4,4,2,0,2,2,3,27.0,26.3,2025-03-26
lopezbr01,Brook Lopez,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,2286,12,17,2,5,0,0,5,2,3,1,3,1,3,-14.0,26.0,2025-03-26
leonaka01,Kawhi Leonard,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2439,10,18,2,6,5,5,2,8,7,0,0,0,3,0.0,25.9,2025-03-26
portemi01,Michael Porter Jr.,Team.DENVER_NUGGETS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,2020,7,9,6,8,3,4,1,9,4,3,0,2,1,11.0,25.9,2025-03-26
hardeja01,James Harden,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.WIN,2206,8,16,6,9,7,8,1,5,6,0,2,2,3,0.0,25.2,2025-03-26
anunoog01,OG Anunoby,Team.NEW_YORK_KNICKS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,2248,11,17,3,5,3,3,2,3,3,1,0,1,0,-8.0,24.9,2025-03-26
duranke01,Kevin Durant,Team.PHOENIX_SUNS,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,1795,11,16,3,4,5,5,0,1,2,0,0,1,2,-22.0,23.1,2025-03-26
claxtni01,Nic Claxton,Team.BROOKLYN_NETS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,1752,10,14,0,0,2,4,6,5,1,0,5,3,2,-16.0,21.5,2025-03-26
