slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
lillada01,Damian Lillard,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.MIAMI_HEAT,Outcome.WIN,2274,10,17,8,13,9,9,0,3,12,1,1,4,2,0.0,35.3,2024-11-26
wembavi01,Victor Wembanyama,Team.SAN_ANTONIO_SPURS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,2192,13,23,6,14,2,2,0,7,2,1,3,2,1,17.0,27.3,2024-11-26
bookede01,Devin Booker,Team.PHOENIX_SUNS,Location.HOME,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2048,10,17,3,7,3,4,1,1,10,1,1,3,0,29.0,24.4,2024-11-26
davisan02,Anthony Davis,Team.LOS_ANGELES_LAKERS,Location.AWAY,Team.PHOENIX_SUNS,Outcome.LOSS,2082,10,19,0,2,5,7,2,13,5,1,4,3,3,-24.0,23.3,2024-11-26
sengual01,Alperen Şengün,Team.HOUSTON_ROCKETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2506,9,23,0,3,4,4,3,7,11,3,3,2,3,28.0,23.3,2024-11-26
edwaran01,Anthony Edwards,Team.MINNESOTA_TIMBERWOLVES,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.LOSS,2595,8,22,3,12,10,10,3,7,1,1,3,3,1,-14.0,21.4,2024-11-26
vanvlfr01,Fred VanVleet,Team.HOUSTON_ROCKETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2694,10,25,6,12,1,1,0,8,11,0,0,1,3,22.0,21.4,2024-11-26
smithja05,Jabari Smith Jr.,Team.HOUSTON_ROCKETS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2307,8,9,3,4,0,0,0,7,3,0,2,0,1,30.0,21.1,2024-11-26
butleji01,Jimmy Butler,Team.MIAMI_HEAT,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2218,6,12,0,1,11,13,2,2,5,0,0,1,1,-1.0,20.3,2024-11-26
sarral01,Alex Sarr,Team.WASHINGTON_WIZARDS,Location.HOME,Team.CHICAGO_BULLS,Outcome.LOSS,1864,7,11,4,5,2,4,1,6,3,1,1,0,2,-18.0,19.8,2024-11-26
georgke01,Keyonte George,Team.UTAH_JAZZ,Location.HOME,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,2043,9,16,6,12,2,2,0,3,7,2,0,6,2,1.0,19.4,2024-11-26
