slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
gilgesh01,Shai Gilgeous-Alexander,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.CHICAGO_BULLS,Outcome.WIN,2203,11,19,1,3,17,18,1,4,12,1,3,2,2,16.0,41.3,2023-11-22
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.AWAY,Team.ORLANDO_MAGIC,Outcome.LOSS,2180,12,18,1,2,5,5,5,8,12,3,2,1,4,4.0,38.3,2023-11-22
bridgmi01,Mikal Bridges,Team.BROOKLYN_NETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2617,16,31,2,6,11,12,3,7,4,2,0,1,2,-12.0,36.5,2023-11-22
youngtr01,Trae Young,Team.ATLANTA_HAWKS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,2398,12,31,8,16,11,13,2,2,9,2,0,4,0,-11.0,31.6,2023-11-22
halibty01,Tyrese Haliburton,Team.INDIANA_PACERS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,2066,12,22,5,10,4,5,1,2,16,0,1,3,3,4.0,31.0,2023-11-22
siakapa01,Pascal Siakam,Team.TORONTO_RAPTORS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,2256,13,24,1,3,9,11,3,7,5,0,1,2,2,-5.0,29.2,2023-11-22
hieldbu01,Buddy Hield,Team.INDIANA_PACERS,Location.HOME,Team.TORONTO_RAPTORS,Outcome.LOSS,2118,12,17,7,12,0,0,0,2,5,2,1,1,2,10.0,28.9,2023-11-22
grantje01,Jerami Grant,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,1941,10,13,5,6,5,6,0,2,4,1,1,2,3,25.0,26.4,2023-11-22
bridgmi02,Miles Bridges,Team.CHARLOTTE_HORNETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2238,11,18,3,7,8,10,2,8,0,2,0,3,2,-1.0,26.0,2023-11-22
edwaran01,Anthony Edwards,Team.MINNESOTA_TIMBERWOLVES,Location.HOME,Team.PHILADELPHIA_76ERS,Outcome.WIN,2148,11,22,5,9,4,4,2,4,6,2,0,2,2,19.0,26.0,2023-11-22
kuzmaky01,Kyle Kuzma,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.CHARLOTTE_HORNETS,Outcome.LOSS,2125,12,22,3,6,1,1,0,9,10,1,2,2,4,13.0,25.9,2023-11-22
doncilu01,Luka Dončić,Team.DALLAS_MAVERICKS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2325,10,26,3,12,7,8,0,12,8,2,0,0,2,-11.0,25.8,2023-11-22
ballla01,LaMelo Ball,Team.CHARLOTTE_HORNETS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2389,13,31,6,16,2,3,2,6,13,1,0,4,2,4.0,25.6,2023-11-22
lopezbr01,Brook Lopez,Team.MILWAUKEE_BUCKS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,2010,12,18,2,5,2,3,5,2,1,1,1,0,3,7.0,25.1,2023-11-22
greenja05,Jalen Green,Team.HOUSTON_ROCKETS,Location.HOME,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,1781,13,26,3,13,5,5,1,1,4,1,0,1,0,11.0,24.8,2023-11-22
brownja02,Jaylen Brown,Team.BOSTON_CELTICS,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,2113,10,16,3,5,3,3,0,2,8,1,0,1,1,-3.0,24.6,2023-11-22
bookede01,Devin Booker,Team.PHOENIX_SUNS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,1889,5,15,2,3,13,14,3,5,10,1,0,3,2,23.0,23.9,2023-11-22
wagnefr01,Franz Wagner,Team.ORLANDO_MAGIC,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1871,11,18,1,4,4,4,1,2,4,1,2,1,1,-4.0,23.9,2023-11-22
duranke01,Kevin Durant,Team.PHOENIX_SUNS,Location.HOME,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,2053,7,14,3,4,15,15,0,8,2,0,2,6,2,5.0,23.4,2023-11-22
wembavi01,Victor Wembanyama,Team.SAN_ANTONIO_SPURS,Location.HOME,Team.LOS_ANGELES_CLIPPERS,Outcome.LOSS,1967,7,13,1,2,7,7,2,13,3,1,3,2,2,-3.0,23.4,2023-11-22
johnsca02,Cameron Johnson,Team.BROOKLYN_NETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2299,8,13,5,8,2,2,2,3,5,2,0,2,1,12.0,22.5,2023-11-22
claxtni01,Nic Claxton,Team.BROOKLYN_NETS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2199,10,15,0,0,2,2,7,4,3,1,3,2,6,-6.0,22.4,2023-11-22
leonaka01,Kawhi Leonard,Team.LOS_ANGELES_CLIPPERS,Location.AWAY,Team.SAN_ANTONIO_SPURS,Outcome.WIN,2147,10,17,2,6,4,4,0,4,4,2,0,1,3,-2.0,21.9,2023-11-22
lowryky01,Kyle Lowry,Team.MIAMI_HEAT,Location.AWAY,Team.CLEVELAND_CAVALIERS,Outcome.WIN,1746,9,15,7,10,3,4,0,1,3,0,0,0,3,21.0,21.9,2023-11-22
huntede01,De'Andre Hunter,Team.ATLANTA_HAWKS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,2344,8,16,2,7,7,7,3,8,0,1,2,1,3,-3.0,21.7,2023-11-22
sabondo01,Domantas Sabonis,Team.SACRAMENTO_KINGS,Location.AWAY,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2132,8,11,0,0,7,10,2,7,6,0,1,3,3,12.0,21.5,2023-11-22
derozde01,DeMar DeRozan,Team.CHICAGO_BULLS,Location.AWAY,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2190,6,17,0,2,13,13,1,1,6,2,1,1,3,-16.0,21.2,2023-11-22
capelca01,Clint Capela,Team.ATLANTA_HAWKS,Location.HOME,Team.BROOKLYN_NETS,Outcome.WIN,1645,7,8,0,0,0,0,9,6,0,0,3,0,1,-13.0,21.0,2023-11-22
brogdma01,Malcolm Brogdon,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.UTAH_JAZZ,Outcome.WIN,1432,9,16,1,5,1,1,1,3,8,1,0,0,0,12.0,20.6,2023-11-22
irvinky01,Kyrie Irving,Team.DALLAS_MAVERICKS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.WIN,2088,11,22,4,8,2,2,1,5,2,2,0,2,0,14.0,20.6,2023-11-22
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.DALLAS_MAVERICKS,Outcome.LOSS,2161,9,19,4,9,4,7,2,7,7,0,0,3,0,7.0,20.5,2023-11-22
