slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
davisan02,Anthony Davis,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,2437,16,24,0,0,9,13,5,15,5,0,4,4,2,0.0,38.5,2023-12-09
reaveau01,Austin Reaves,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,1653,9,15,0,3,10,12,0,2,3,0,0,0,1,0.0,22.6,2023-12-09
halibty01,Tyrese Haliburton,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,2116,8,14,2,8,2,3,0,1,11,1,1,3,1,0.0,19.3,2023-12-09
mathube01,Bennedict Mathurin,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1809,5,11,1,5,9,9,0,2,0,1,1,0,4,0.0,15.0,2023-12-09
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,2092,10,21,0,1,4,5,1,10,4,2,0,6,5,0.0,13.4,2023-12-09
mccontj01,T.J. McConnell,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1050,3,11,0,0,2,2,3,1,9,3,0,0,4,0.0,11.6,2023-12-09
russeda01,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,1913,6,15,0,3,1,2,1,3,7,1,1,2,1,0.0,10.3,2023-12-09
nesmiaa01,Aaron Nesmith,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1589,4,10,1,5,6,7,1,2,1,1,0,1,5,0.0,9.2,2023-12-09
jacksis01,Isaiah Jackson,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1118,2,6,0,0,6,6,1,4,0,0,4,1,3,0.0,9.1,2023-12-09
toppiob01,Obi Toppin,Team.INDIANA_PACERS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1749,5,11,3,7,0,0,1,1,0,0,0,0,5,0.0,6.3,2023-12-09
reddica01,Cam Reddish,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.INDIANA_PACERS,Outcome.WIN,1999,4,7,1,3,0,0,2,1,1,0,3,3,5,0.0,5.2,2023-12-09
