slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
murphtr02,Trey Murphy III,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.DENVER_NUGGETS,Outcome.LOSS,2272,13,21,8,12,7,7,1,2,3,2,1,0,1,-9.0,37.2,2025-02-03
brunsja01,Jalen Brunson,Team.NEW_YORK_KNICKS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2207,14,27,1,4,13,14,2,4,10,2,0,4,1,12.0,35.5,2025-02-03
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2164,9,13,1,3,8,10,1,13,10,1,2,1,2,11.0,32.9,2025-02-03
portemi01,Michael Porter Jr.,Team.DENVER_NUGGETS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2370,12,22,7,12,5,5,4,3,2,0,1,1,2,20.0,29.4,2025-02-03
gilgesh01,Shai Gilgeous-Alexander,Team.OKLAHOMA_CITY_THUNDER,Location.HOME,Team.MILWAUKEE_BUCKS,Outcome.WIN,1344,15,19,2,3,2,3,0,3,6,0,0,3,1,34.0,28.0,2025-02-03
derozde01,DeMar DeRozan,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,2260,14,25,2,4,3,4,0,5,7,0,0,0,0,-1.0,27.1,2025-02-03
thompam01,Amen Thompson,Team.HOUSTON_ROCKETS,Location.AWAY,Team.NEW_YORK_KNICKS,Outcome.LOSS,2220,9,17,0,2,7,7,4,7,11,2,1,3,5,-4.0,27.0,2025-02-03
reidna01,Naz Reid,Team.MINNESOTA_TIMBERWOLVES,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,2417,12,19,5,9,1,1,1,4,3,0,2,0,1,3.0,26.5,2025-02-03
goberru01,Rudy Gobert,Team.MINNESOTA_TIMBERWOLVES,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,2402,8,9,0,0,3,3,7,6,3,1,2,0,2,-4.0,26.3,2025-02-03
bookede01,Devin Booker,Team.PHOENIX_SUNS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,2794,9,18,3,8,13,14,0,3,4,0,0,1,5,4.0,25.3,2025-02-03
