slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
murraja01,Jamal Murray,Team.DENVER_NUGGETS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,2219,18,26,5,9,4,4,0,2,6,2,0,5,0,14.0,35.8,2025-01-14
hendesc01,Scoot Henderson,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.LOSS,2329,13,18,8,10,5,8,2,2,6,2,0,4,4,-11.0,33.0,2025-01-14
antetgi01,Giannis Antetokounmpo,Team.MILWAUKEE_BUCKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2199,14,23,0,2,5,7,1,10,13,0,2,3,3,30.0,31.7,2025-01-14
gilgesh01,Shai Gilgeous-Alexander,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,1991,12,15,1,3,7,8,1,2,9,2,1,4,4,15.0,30.6,2025-01-14
murphtr02,Trey Murphy III,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,2216,9,20,2,13,12,12,0,6,4,3,1,0,1,0.0,29.5,2025-01-14
duranke01,Kevin Durant,Team.PHOENIX_SUNS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2337,13,20,0,2,5,7,1,7,6,2,2,3,0,5.0,28.8,2025-01-14
mitchdo01,Donovan Mitchell,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,1879,12,23,3,9,8,8,2,7,3,2,0,2,3,13.0,28.1,2025-01-14
youngtr01,Trae Young,Team.ATLANTA_HAWKS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2287,13,31,6,12,11,14,2,1,5,3,0,6,2,10.0,26.7,2025-01-14
okongon01,Onyeka Okongwu,Team.ATLANTA_HAWKS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1690,9,14,0,0,4,5,10,11,1,1,0,1,0,12.0,26.4,2025-01-14
bookede01,Devin Booker,Team.PHOENIX_SUNS,Location.AWAY,Team.ATLANTA_HAWKS,Outcome.LOSS,2262,12,23,7,14,4,4,3,2,5,3,0,5,4,6.0,26.3,2025-01-14
derozde01,DeMar DeRozan,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2158,9,18,2,4,8,9,0,6,4,1,0,0,2,-5.0,23.4,2025-01-14
mobleev01,Evan Mobley,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,1954,8,12,3,4,3,5,3,10,1,0,1,1,1,11.0,21.1,2025-01-14
lillada01,Damian Lillard,Team.MILWAUKEE_BUCKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2106,8,15,5,8,3,3,0,5,7,0,1,2,2,14.0,21.0,2025-01-14
willija06,Jalen Williams,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,2029,8,15,2,5,6,6,1,3,6,3,1,4,3,21.0,21.0,2025-01-14
siakapa01,Pascal Siakam,Team.INDIANA_PACERS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,2024,10,16,2,2,1,1,2,5,4,1,0,1,2,-11.0,20.7,2025-01-14
vucevni01,Nikola Vučević,Team.CHICAGO_BULLS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2122,10,16,1,2,1,2,7,8,2,1,1,3,3,6.0,20.6,2025-01-14
willizi01,Zion Williamson,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,1433,10,14,0,0,1,4,5,2,9,0,1,4,3,7.0,19.9,2025-01-14
edwarju01,Justin Edwards,Team.PHILADELPHIA_76ERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,2101,9,16,4,9,3,4,1,5,4,1,0,3,1,3.0,19.6,2025-01-14
clownno01,Noah Clowney,Team.BROOKLYN_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1751,7,10,4,7,2,2,1,4,2,2,1,2,3,13.0,18.6,2025-01-14
krejcvi01,Vít Krejčí,Team.ATLANTA_HAWKS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,2074,6,9,3,6,0,0,1,4,6,2,0,0,2,-1.0,18.4,2025-01-14
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,1736,4,7,1,2,1,2,2,12,10,2,0,1,3,23.0,18.1,2025-01-14
wallaca01,Cason Wallace,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,2041,7,10,2,5,2,2,3,2,4,1,0,1,3,27.0,18.1,2025-01-14
allenja01,Jarrett Allen,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,1920,5,6,0,0,6,6,0,9,2,1,1,1,2,9.0,17.8,2025-01-14
camarto01,Toumani Camara,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.LOSS,2297,7,21,4,11,5,5,3,2,2,2,2,0,2,2.0,17.8,2025-01-14
sabondo01,Domantas Sabonis,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,2169,6,9,2,2,2,4,2,8,9,1,0,3,4,-10.0,17.8,2025-01-14
yabusgu01,Guerschon Yabusele,Team.PHILADELPHIA_76ERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1840,6,9,3,5,2,4,5,2,4,0,0,1,3,-18.0,17.0,2025-01-14
johnsca02,Cameron Johnson,Team.BROOKLYN_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1612,10,18,2,9,2,2,0,1,2,0,1,1,0,7.0,16.8,2025-01-14
johnske07,Keon Johnson,Team.BROOKLYN_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1737,7,12,3,6,3,4,0,3,4,1,0,2,1,12.0,16.3,2025-01-14
lopezbr01,Brook Lopez,Team.MILWAUKEE_BUCKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.WIN,2005,8,15,3,7,2,3,0,5,2,1,0,0,3,8.0,16.0,2025-01-14
russeda01,D'Angelo Russell,Team.BROOKLYN_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1242,3,11,3,6,4,4,0,3,9,4,0,1,2,11.0,15.9,2025-01-14
whiteco01,Coby White,Team.CHICAGO_BULLS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2019,8,17,1,8,5,5,0,3,4,0,0,0,3,-6.0,15.8,2025-01-14
garlada01,Darius Garland,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,2094,9,18,2,8,4,6,1,0,7,1,0,4,3,7.0,15.6,2025-01-14
giddejo01,Josh Giddey,Team.CHICAGO_BULLS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2027,2,12,1,6,2,2,5,8,12,4,1,2,2,-8.0,15.6,2025-01-14
dowtije01,Jeff Dowtin Jr.,Team.PHILADELPHIA_76ERS,Location.HOME,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,1768,7,14,2,5,2,2,0,5,3,2,1,1,2,-4.0,15.5,2025-01-14
elliske01,Keon Ellis,Team.SACRAMENTO_KINGS,Location.AWAY,Team.MILWAUKEE_BUCKS,Outcome.LOSS,1842,5,11,5,8,3,3,3,1,1,1,0,0,3,-6.0,15.2,2025-01-14
mathube01,Bennedict Mathurin,Team.INDIANA_PACERS,Location.HOME,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,1889,8,12,3,6,0,1,1,3,2,1,1,3,3,-10.0,13.9,2025-01-14
willizi02,Ziaire Williams,Team.BROOKLYN_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1654,4,7,3,4,2,2,3,4,1,2,0,1,2,6.0,13.9,2025-01-14
lavinza01,Zach LaVine,Team.CHICAGO_BULLS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.LOSS,2282,10,22,4,6,1,3,0,7,5,1,0,5,2,6.0,13.6,2025-01-14
strusma01,Max Strus,Team.CLEVELAND_CAVALIERS,Location.AWAY,Team.INDIANA_PACERS,Outcome.WIN,1309,4,8,4,7,1,2,0,4,4,1,1,0,2,5.0,13.5,2025-01-14
sharpsh01,Shaedon Sharpe,Team.PORTLAND_TRAIL_BLAZERS,Location.HOME,Team.BROOKLYN_NETS,Outcome.LOSS,2072,9,17,1,5,2,2,0,2,2,1,0,2,1,-11.0,13.3,2025-01-14
wilsoja03,Jalen Wilson,Team.BROOKLYN_NETS,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1350,6,8,2,3,0,0,2,2,1,1,0,0,3,11.0,13.3,2025-01-14
murrade01,Dejounte Murray,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,2055,4,14,4,11,3,3,1,6,7,1,0,2,0,-9.0,13.2,2025-01-14
mathega01,Garrison Mathews,Team.ATLANTA_HAWKS,Location.HOME,Team.PHOENIX_SUNS,Outcome.WIN,1599,6,10,5,8,2,3,1,2,1,0,0,1,5,18.0,13.0,2025-01-14
harteis01,Isaiah Hartenstein,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,1845,4,7,0,1,1,2,3,13,3,1,1,2,2,13.0,12.3,2025-01-14
portemi01,Michael Porter Jr.,Team.DENVER_NUGGETS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,1574,5,9,3,4,0,0,1,5,2,1,0,1,0,20.0,12.3,2025-01-14
alvarjo01,Jose Alvarado,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.CHICAGO_BULLS,Outcome.WIN,976,4,8,4,8,0,0,1,2,3,1,0,0,1,19.0,12.0,2025-01-14
