slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
tatumja01,Jayson Tatum,Team.BOSTON_CELTICS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2284,12,22,3,10,8,9,1,9,8,1,2,2,1,9.0,33.0,2024-02-09
willizi01,Zion Williamson,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,1895,12,19,0,0,6,7,3,6,5,1,1,2,2,-17.0,27.4,2024-02-09
youngtr01,Trae Young,Team.ATLANTA_HAWKS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,2387,10,21,5,12,12,16,0,1,12,1,0,7,1,5.0,27.0,2024-02-09
lillada01,Damian Lillard,Team.MILWAUKEE_BUCKS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,1744,9,18,2,8,6,6,0,4,8,3,0,0,1,33.0,26.4,2024-02-09
porzikr01,Kristaps Porziņģis,Team.BOSTON_CELTICS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,1973,9,18,2,4,14,14,2,9,0,0,1,3,3,8.0,25.6,2024-02-09
kispeco01,Corey Kispert,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,1431,9,14,3,6,3,3,0,6,4,3,0,0,1,-14.0,25.0,2024-02-09
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2251,6,13,2,2,7,8,1,3,14,1,1,2,2,15.0,24.2,2024-02-09
russeda01,D'Angelo Russell,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,2385,9,19,6,13,6,6,0,2,5,1,0,0,4,13.0,23.8,2024-02-09
jokicni01,Nikola Jokić,Team.DENVER_NUGGETS,Location.AWAY,Team.SACRAMENTO_KINGS,Outcome.LOSS,1785,9,17,1,1,4,5,2,6,7,3,0,1,2,-7.0,23.6,2024-02-09
sabondo01,Domantas Sabonis,Team.SACRAMENTO_KINGS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1832,7,9,1,1,2,2,1,16,10,1,0,3,3,18.0,22.8,2024-02-09
oubreke01,Kelly Oubre Jr.,Team.PHILADELPHIA_76ERS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,2397,8,19,2,8,10,14,5,7,1,1,1,0,4,-2.0,22.7,2024-02-09
avdijde01,Deni Avdija,Team.WASHINGTON_WIZARDS,Location.AWAY,Team.BOSTON_CELTICS,Outcome.LOSS,2507,7,10,3,5,7,8,0,11,4,2,0,3,5,12.0,22.5,2024-02-09
reaveau01,Austin Reaves,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1882,10,15,3,4,4,5,0,2,4,0,0,0,3,3.0,22.3,2024-02-09
okongon01,Onyeka Okongwu,Team.ATLANTA_HAWKS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,2034,9,12,1,2,2,2,2,6,2,1,2,1,3,8.0,21.0,2024-02-09
poeltja01,Jakob Poeltl,Team.TORONTO_RAPTORS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2228,7,11,0,0,2,2,5,8,3,3,6,4,4,14.0,20.7,2024-02-09
barrerj01,RJ Barrett,Team.TORONTO_RAPTORS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2138,8,12,1,3,4,5,1,4,7,1,0,2,2,8.0,20.4,2024-02-09
beaslma01,Malik Beasley,Team.MILWAUKEE_BUCKS,Location.HOME,Team.CHARLOTTE_HORNETS,Outcome.WIN,1468,7,9,7,9,0,1,1,1,2,1,0,0,2,31.0,19.7,2024-02-09
holidjr01,Jrue Holiday,Team.BOSTON_CELTICS,Location.HOME,Team.WASHINGTON_WIZARDS,Outcome.WIN,2036,9,13,2,2,0,0,3,4,5,1,0,2,2,-11.0,19.5,2024-02-09
ingrabr01,Brandon Ingram,Team.NEW_ORLEANS_PELICANS,Location.AWAY,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,2093,7,17,0,2,8,8,1,6,7,0,3,2,3,0.0,19.2,2024-02-09
beysa01,Saddiq Bey,Team.ATLANTA_HAWKS,Location.AWAY,Team.PHILADELPHIA_76ERS,Outcome.WIN,2034,4,11,2,5,8,8,5,6,1,1,0,0,1,8.0,18.5,2024-02-09
monkma01,Malik Monk,Team.SACRAMENTO_KINGS,Location.HOME,Team.DENVER_NUGGETS,Outcome.WIN,1189,9,13,3,7,2,2,0,1,2,1,1,2,1,14.0,18.5,2024-02-09
davisan02,Anthony Davis,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,1747,7,11,0,1,6,7,0,6,6,1,1,3,4,0.0,17.8,2024-02-09
payneca01,Cameron Payne,Team.PHILADELPHIA_76ERS,Location.HOME,Team.ATLANTA_HAWKS,Outcome.LOSS,2141,7,16,4,9,2,2,3,0,6,2,1,2,2,4.0,17.8,2024-02-09
