slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,plus_minus,game_score,game_date
jamesle01,LeBron James,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,2375,14,19,2,5,7,9,1,5,8,3,0,2,0,2.0,37.3,2023-11-19
markkla01,Lauri Markkanen,Team.UTAH_JAZZ,Location.HOME,Team.PHOENIX_SUNS,Outcome.LOSS,2981,15,27,2,10,6,9,7,10,0,2,2,1,3,2.0,33.0,2023-11-19
sabondo01,Domantas Sabonis,Team.SACRAMENTO_KINGS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,2083,13,15,0,2,6,10,3,10,6,0,0,1,2,16.0,32.6,2023-11-19
duranke01,Kevin Durant,Team.PHOENIX_SUNS,Location.AWAY,Team.UTAH_JAZZ,Outcome.WIN,2779,14,27,4,9,7,7,0,8,10,2,2,7,2,4.0,30.7,2023-11-19
foxde01,De'Aaron Fox,Team.SACRAMENTO_KINGS,Location.AWAY,Team.DALLAS_MAVERICKS,Outcome.WIN,1874,10,20,6,10,4,5,1,3,7,3,0,0,1,2.0,28.7,2023-11-19
embiijo01,Joel Embiid,Team.PHILADELPHIA_76ERS,Location.AWAY,Team.BROOKLYN_NETS,Outcome.WIN,1874,11,24,1,2,9,10,2,10,9,0,1,1,3,25.0,28.4,2023-11-19
porzikr01,Kristaps Porziņģis,Team.BOSTON_CELTICS,Location.AWAY,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,2012,9,13,0,3,8,9,2,6,1,1,6,2,4,4.0,25.6,2023-11-19
gilgesh01,Shai Gilgeous-Alexander,Team.OKLAHOMA_CITY_THUNDER,Location.AWAY,Team.PORTLAND_TRAIL_BLAZERS,Outcome.WIN,1351,10,13,1,1,7,7,0,3,4,1,0,3,2,26.0,23.8,2023-11-19
aldamsa01,Santi Aldama,Team.MEMPHIS_GRIZZLIES,Location.HOME,Team.BOSTON_CELTICS,Outcome.LOSS,2351,11,27,6,15,0,0,4,8,6,2,0,1,2,4.0,23.1,2023-11-19
davisan02,Anthony Davis,Team.LOS_ANGELES_LAKERS,Location.HOME,Team.HOUSTON_ROCKETS,Outcome.WIN,1972,11,15,0,0,5,7,4,6,3,2,1,4,6,-8.0,23.1,2023-11-19
doncilu01,Luka Dončić,Team.DALLAS_MAVERICKS,Location.HOME,Team.SACRAMENTO_KINGS,Outcome.LOSS,1907,7,19,3,7,8,10,1,9,7,3,0,2,0,-14.0,23.0,2023-11-19
