game_id,game_date,home,away,home_pts,away_pts,winner
0021600001,2016-10-25,CLE,NYK,117,88,CLE
0021600002,2016-10-25,POR,UTA,113,104,POR
0021600003,2016-10-25,GSW,SAS,100,129,SAS
0021600004,2016-10-26,ORL,MIA,96,108,MIA
0021600005,2016-10-26,IND,DAL,130,121,IND
0021600006,2016-10-26,BOS,BRK,122,117,BOS
0021600007,2016-10-26,TOR,DET,109,91,TOR
0021600008,2016-10-26,MIL,CHO,96,107,CHO
0021600009,2016-10-26,MEM,MIN,102,98,MEM
0021600010,2016-10-26,NOP,DEN,102,107,DEN
0021600011,2016-10-26,PHI,OKC,97,103,OKC
0021600012,2016-10-26,PHO,SAC,94,113,SAC
0021600013,2016-10-26,LAL,HOU,120,114,LAL
0021600014,2016-10-27,ATL,WAS,114,99,ATL
0021600015,2016-10-27,CHI,BOS,105,99,CHI
0021600016,2016-10-27,SAC,SAS,94,102,SAS
0021600017,2016-10-27,POR,LAC,106,114,LAC
0021600018,2016-10-28,TOR,CLE,91,94,CLE
0021600019,2016-10-28,BRK,IND,103,94,BRK
0021600020,2016-10-28,DET,ORL,108,82,DET
0021600021,2016-10-28,OKC,PHO,113,110,OKC
0021600022,2016-10-28,MIA,CHO,91,97,CHO
0021600023,2016-10-28,DAL,HOU,98,106,HOU
0021600024,2016-10-28,UTA,LAL,96,89,UTA
0021600025,2016-10-28,NOP,GSW,114,122,GSW
0021600026,2016-10-29,PHI,ATL,72,104,ATL
0021600027,2016-10-29,CHO,BOS,98,104,BOS
0021600028,2016-10-29,NYK,MEM,111,104,NYK
0021600029,2016-10-29,CLE,ORL,105,99,CLE
0021600030,2016-10-29,CHI,IND,118,101,CHI
0021600031,2016-10-29,MIL,BRK,110,108,MIL
0021600032,2016-10-29,SAS,NOP,98,79,SAS
0021600033,2016-10-29,DEN,POR,113,115,POR
0021600034,2016-10-29,SAC,MIN,106,103,SAC
0021600035,2016-10-30,LAC,UTA,88,75,LAC
0021600036,2016-10-30,PHO,GSW,100,106,GSW
0021600037,2016-10-30,MIA,SAS,99,106,SAS
0021600038,2016-10-30,DET,MIL,98,83,DET
0021600039,2016-10-30,MEM,WAS,112,103,MEM
0021600040,2016-10-30,OKC,LAL,113,96,OKC
0021600041,2016-10-30,HOU,DAL,93,92,HOU
0021600042,2016-10-31,TOR,DEN,105,102,TOR
0021600043,2016-10-31,BRK,CHI,88,118,CHI
0021600044,2016-10-31,ATL,SAC,106,95,ATL
0021600045,2016-10-31,LAC,PHO,116,98,LAC
0021600046,2016-11-01,PHI,ORL,101,103,ORL
0021600047,2016-11-01,CLE,HOU,128,120,CLE
0021600048,2016-11-01,IND,LAL,115,108,IND
0021600049,2016-11-01,MIA,SAC,108,96,MIA
0021600050,2016-11-01,DET,NYK,102,89,DET
0021600051,2016-11-01,NOP,MIL,113,117,MIL
0021600052,2016-11-01,MIN,MEM,116,80,MIN
0021600053,2016-11-01,SAS,UTA,91,106,UTA
0021600054,2016-11-01,POR,GSW,104,127,GSW
0021600055,2016-11-02,WAS,TOR,103,113,TOR
0021600056,2016-11-02,CHO,PHI,109,93,CHO
0021600057,2016-11-02,BRK,DET,109,101,BRK
0021600058,2016-11-02,NYK,HOU,99,118,HOU
0021600059,2016-11-02,ATL,LAL,116,123,LAL
0021600060,2016-11-02,MEM,NOP,89,83,MEM
0021600061,2016-11-02,BOS,CHI,107,100,BOS
0021600062,2016-11-02,UTA,DAL,97,81,UTA
0021600063,2016-11-02,PHO,POR,118,115,PHO
0021600064,2016-11-02,LAC,OKC,83,85,OKC
0021600065,2016-11-03,ORL,SAC,102,94,ORL
0021600066,2016-11-03,MIL,IND,125,107,MIL
0021600067,2016-11-03,MIN,DEN,99,102,DEN
0021600068,2016-11-03,CLE,BOS,128,122,CLE
0021600069,2016-11-03,GSW,OKC,122,96,GSW
0021600070,2016-11-04,WAS,ATL,95,92,WAS
0021600071,2016-11-04,TOR,MIA,96,87,TOR
0021600072,2016-11-04,BRK,CHO,95,99,CHO
0021600073,2016-11-04,CHI,NYK,104,117,NYK
0021600074,2016-11-04,MEM,LAC,88,99,LAC
0021600075,2016-11-04,NOP,PHO,111,112,PHO
0021600076,2016-11-04,DAL,POR,95,105,POR
0021600077,2016-11-04,UTA,SAS,86,100,SAS
0021600078,2016-11-04,LAL,GSW,117,97,LAL
0021600079,2016-11-05,OKC,MIN,112,92,OKC
0021600080,2016-11-05,PHI,CLE,101,102,CLE
0021600081,2016-11-05,ORL,WAS,88,86,ORL
0021600082,2016-11-05,DET,DEN,103,86,DET
0021600083,2016-11-05,IND,CHI,111,94,IND
0021600084,2016-11-05,ATL,HOU,112,97,ATL
0021600085,2016-11-05,MIL,SAC,117,91,MIL
0021600086,2016-11-05,SAS,LAC,92,116,LAC
0021600087,2016-11-06,NYK,UTA,109,114,UTA
0021600088,2016-11-06,MEM,POR,94,100,POR
0021600089,2016-11-06,TOR,SAC,91,96,SAC
0021600090,2016-11-06,DAL,MIL,86,75,DAL
0021600091,2016-11-06,BOS,DEN,107,123,DEN
0021600092,2016-11-06,LAL,PHO,119,108,LAL
0021600093,2016-11-07,PHI,UTA,84,109,UTA
0021600094,2016-11-07,WAS,HOU,106,114,HOU
0021600095,2016-11-07,CHO,IND,122,100,CHO
0021600096,2016-11-07,CHI,ORL,112,80,CHI
0021600097,2016-11-07,OKC,MIA,97,85,OKC
0021600098,2016-11-07,LAC,DET,114,82,LAC
0021600099,2016-11-07,GSW,NOP,116,106,GSW
0021600100,2016-11-08,CLE,ATL,106,110,ATL
0021600101,2016-11-08,BRK,MIN,119,110,BRK
0021600102,2016-11-08,MEM,DEN,108,107,MEM
0021600103,2016-11-08,POR,PHO,124,121,POR
0021600104,2016-11-08,LAL,DAL,97,109,DAL
0021600105,2016-11-08,SAC,NOP,102,94,SAC
0021600106,2016-11-09,NYK,BRK,110,96,NYK
