game_id,game_date,home,away,home_pts,away_pts,winner,playoffs
NYK-BOS-2026-02-08,2026-02-08,BOS,NYK,89,111,NYK,0
MIA-WAS-2026-02-08,2026-02-08,WAS,MIA,101,132,MIA,0
IND-TOR-2026-02-08,2026-02-08,TOR,IND,122,104,TOR,0
LAC-MIN-2026-02-08,2026-02-08,MIN,LAC,96,115,LAC,0
DET-CHO-2026-02-09,2026-02-09,CHO,DET,104,110,DET,0
CHI-BRK-2026-02-09,2026-02-09,BRK,CHI,123,115,BRK,0
UTA-MIA-2026-02-09,2026-02-09,MIA,UTA,111,115,UTA,0
MIL-ORL-2026-02-09,2026-02-09,ORL,MIL,118,99,ORL,0
ATL-MIN-2026-02-09,2026-02-09,MIN,ATL,138,116,MIN,0
SAC-NOP-2026-02-09,2026-02-09,NOP,SAC,120,94,NOP,0
CLE-DEN-2026-02-09,2026-02-09,DEN,CLE,117,119,CLE,0
MEM-GSW-2026-02-09,2026-02-09,GSW,MEM,114,113,GSW,0
OKC-LAL-2026-02-09,2026-02-09,LAL,OKC,110,119,OKC,0
PHI-POR-2026-02-09,2026-02-09,POR,PHI,135,118,POR,0
IND-NYK-2026-02-10,2026-02-10,NYK,IND,134,137,IND,0
LAC-HOU-2026-02-10,2026-02-10,HOU,LAC,102,95,HOU,0
DAL-PHO-2026-02-10,2026-02-10,PHO,DAL,120,111,PHO,0
SAS-LAL-2026-02-10,2026-02-10,LAL,SAS,108,136,SAS,0
ATL-CHO-2026-02-11,2026-02-11,CHO,ATL,110,107,CHO,0
WAS-CLE-2026-02-11,2026-02-11,CLE,WAS,138,113,CLE,0
MIL-ORL-2026-02-11,2026-02-11,ORL,MIL,108,116,MIL,0
DET-TOR-2026-02-11,2026-02-11,TOR,DET,95,113,DET,0
NYK-PHI-2026-02-11,2026-02-11,PHI,NYK,89,138,NYK,0
IND-BRK-2026-02-11,2026-02-11,BRK,IND,110,115,IND,0
CHI-BOS-2026-02-11,2026-02-11,BOS,CHI,124,105,BOS,0
LAC-HOU-2026-02-11,2026-02-11,HOU,LAC,102,105,LAC,0
POR-MIN-2026-02-11,2026-02-11,MIN,POR,133,109,MIN,0
MIA-NOP-2026-02-11,2026-02-11,NOP,MIA,111,123,MIA,0
OKC-PHO-2026-02-11,2026-02-11,PHO,OKC,109,136,OKC,0
SAC-UTA-2026-02-11,2026-02-11,UTA,SAC,121,93,UTA,0
MEM-DEN-2026-02-11,2026-02-11,DEN,MEM,122,116,DEN,0
SAS-GSW-2026-02-11,2026-02-11,GSW,SAS,113,126,SAS,0
MIL-OKC-2026-02-12,2026-02-12,OKC,MIL,93,110,MIL,0
POR-UTA-2026-02-12,2026-02-12,UTA,POR,119,135,POR,0
DAL-LAL-2026-02-12,2026-02-12,LAL,DAL,124,104,LAL,0
HOU-CHO-2026-02-19,2026-02-19,CHO,HOU,101,105,HOU,0
BRK-CLE-2026-02-19,2026-02-19,CLE,BRK,112,84,CLE,0
ATL-PHI-2026-02-19,2026-02-19,PHI,ATL,107,117,ATL,0
IND-WAS-2026-02-19,2026-02-19,WAS,IND,112,105,WAS,0
DET-NYK-2026-02-19,2026-02-19,NYK,DET,111,126,DET,0
TOR-CHI-2026-02-19,2026-02-19,CHI,TOR,101,110,TOR,0
PHO-SAS-2026-02-19,2026-02-19,SAS,PHO,121,94,SAS,0
BOS-GSW-2026-02-19,2026-02-19,GSW,BOS,110,121,BOS,0
ORL-SAC-2026-02-19,2026-02-19,SAC,ORL,94,131,ORL,0
DEN-LAC-2026-02-19,2026-02-19,LAC,DEN,113,109,LAC,0
CLE-CHO-2026-02-20,2026-02-20,CHO,CLE,113,118,CLE,0
IND-WAS-2026-02-20,2026-02-20,WAS,IND,131,118,WAS,0
UTA-MEM-2026-02-20,2026-02-20,MEM,UTA,123,114,MEM,0
MIA-ATL-2026-02-20,2026-02-20,ATL,MIA,97,128,MIA,0
DAL-MIN-2026-02-20,2026-02-20,MIN,DAL,122,111,MIN,0
MIL-NOP-2026-02-20,2026-02-20,NOP,MIL,118,139,MIL,0
BRK-OKC-2026-02-20,2026-02-20,OKC,BRK,105,86,OKC,0
DEN-POR-2026-02-20,2026-02-20,POR,DEN,103,157,DEN,0
LAC-LAL-2026-02-20,2026-02-20,LAL,LAC,125,122,LAL,0
ORL-PHO-2026-02-21,2026-02-21,PHO,ORL,113,110,PHO,0
PHI-NOP-2026-02-21,2026-02-21,NOP,PHI,126,111,NOP,0
MEM-MIA-2026-02-21,2026-02-21,MIA,MEM,136,120,MIA,0
DET-CHI-2026-02-21,2026-02-21,CHI,DET,110,126,DET,0
SAC-SAS-2026-02-21,2026-02-21,SAS,SAC,139,122,SAS,0
HOU-NYK-2026-02-21,2026-02-21,NYK,HOU,108,106,NYK,0
CLE-OKC-2026-02-22,2026-02-22,OKC,CLE,121,113,OKC,0
BRK-ATL-2026-02-22,2026-02-22,ATL,BRK,115,104,ATL,0
TOR-MIL-2026-02-22,2026-02-22,MIL,TOR,94,122,TOR,0
DEN-GSW-2026-02-22,2026-02-22,GSW,DEN,128,117,GSW,0
DAL-IND-2026-02-22,2026-02-22,IND,DAL,130,134,DAL,0
CHO-WAS-2026-02-22,2026-02-22,WAS,CHO,112,129,CHO,0
BOS-LAL-2026-02-22,2026-02-22,LAL,BOS,89,111,BOS,0
PHI-MIN-2026-02-22,2026-02-22,MIN,PHI,108,135,PHI,0
NYK-CHI-2026-02-22,2026-02-22,CHI,NYK,99,105,NYK,0
POR-PHO-2026-02-22,2026-02-22,PHO,POR,77,92,POR,0
ORL-LAC-2026-02-22,2026-02-22,LAC,ORL,109,111,ORL,0
SAS-DET-2026-02-23,2026-02-23,DET,SAS,103,114,SAS,0
SAC-MEM-2026-02-23,2026-02-23,MEM,SAC,114,123,SAC,0
UTA-HOU-2026-02-23,2026-02-23,HOU,UTA,125,105,HOU,0
PHI-IND-2026-02-24,2026-02-24,IND,PHI,114,135,PHI,0
WAS-ATL-2026-02-24,2026-02-24,ATL,WAS,119,98,ATL,0
DAL-BRK-2026-02-24,2026-02-24,BRK,DAL,114,123,DAL,0
OKC-TOR-2026-02-24,2026-02-24,TOR,OKC,107,116,OKC,0
NYK-CLE-2026-02-24,2026-02-24,CLE,NYK,109,94,CLE,0
CHO-CHI-2026-02-24,2026-02-24,CHI,CHO,99,131,CHO,0
MIA-MIL-2026-02-24,2026-02-24,MIL,MIA,128,117,MIL,0
GSW-NOP-2026-02-24,2026-02-24,NOP,GSW,113,109,NOP,0
BOS-PHO-2026-02-24,2026-02-24,PHO,BOS,81,97,BOS,0
MIN-POR-2026-02-24,2026-02-24,POR,MIN,121,124,MIN,0
ORL-LAL-2026-02-24,2026-02-24,LAL,ORL,109,110,ORL,0
OKC-DET-2026-02-25,2026-02-25,DET,OKC,124,116,DET,0
SAS-TOR-2026-02-25,2026-02-25,TOR,SAS,107,110,SAS,0
GSW-MEM-2026-02-25,2026-02-25,MEM,GSW,112,133,GSW,0
SAC-HOU-2026-02-25,2026-02-25,HOU,SAC,128,97,HOU,0
CLE-MIL-2026-02-25,2026-02-25,MIL,CLE,118,116,MIL,0
BOS-DEN-2026-02-25,2026-02-25,DEN,BOS,103,84,DEN,0
CHO-IND-2026-02-26,2026-02-26,IND,CHO,109,133,CHO,0
MIA-PHI-2026-02-26,2026-02-26,PHI,MIA,124,117,PHI,0
WAS-ATL-2026-02-26,2026-02-26,ATL,WAS,126,96,ATL,0
SAS-BRK-2026-02-26,2026-02-26,BRK,SAS,110,126,SAS,0
HOU-ORL-2026-02-26,2026-02-26,ORL,HOU,108,113,HOU,0
POR-CHI-2026-02-26,2026-02-26,CHI,POR,112,121,POR,0
SAC-DAL-2026-02-26,2026-02-26,DAL,SAC,121,130,SAC,0
LAL-PHO-2026-02-26,2026-02-26,PHO,LAL,113,110,PHO,0
NOP-UTA-2026-02-26,2026-02-26,UTA,NOP,118,129,NOP,0
MIN-LAC-2026-02-26,2026-02-26,LAC,MIN,88,94,MIN,0
CLE-DET-2026-02-27,2026-02-27,DET,CLE,122,119,DET,0
BRK-BOS-2026-02-27,2026-02-27,BOS,BRK,148,111,BOS,0
NYK-MIL-2026-02-27,2026-02-27,MIL,NYK,98,127,NYK,0
MEM-DAL-2026-02-27,2026-02-27,DAL,MEM,105,124,MEM,0
DEN-OKC-2026-02-27,2026-02-27,OKC,DEN,127,121,OKC,0
POR-CHO-2026-02-28,2026-02-28,CHO,POR,109,93,CHO,0
HOU-MIA-2026-02-28,2026-02-28,MIA,HOU,115,105,MIA,0
TOR-WAS-2026-02-28,2026-02-28,WAS,TOR,125,134,TOR,0
LAL-GSW-2026-02-28,2026-02-28,GSW,LAL,101,129,LAL,0
NOP-UTA-2026-02-28,2026-02-28,UTA,NOP,105,115,NOP,0
SAS-NYK-2026-03-01,2026-03-01,NYK,SAS,114,89,NYK,0
CLE-BRK-2026-03-01,2026-03-01,BRK,CLE,102,106,CLE,0
MIL-CHI-2026-03-01,2026-03-01,CHI,MIL,120,97,CHI,0
MIN-DEN-2026-03-01,2026-03-01,DEN,MIN,108,117,MIN,0
MEM-IND-2026-03-01,2026-03-01,IND,MEM,106,125,MEM,0
POR-ATL-2026-03-01,2026-03-01,ATL,POR,135,101,ATL,0
DET-ORL-2026-03-01,2026-03-01,ORL,DET,92,106,DET,0
PHI-BOS-2026-03-01,2026-03-01,BOS,PHI,114,98,BOS,0
OKC-DAL-2026-03-01,2026-03-01,DAL,OKC,87,100,OKC,0
NOP-LAC-2026-03-01,2026-03-01,LAC,NOP,137,117,LAC,0
SAC-LAL-2026-03-01,2026-03-01,LAL,SAC,128,104,LAL,0
HOU-WAS-2026-03-02,2026-03-02,WAS,HOU,118,123,HOU,0
BOS-MIL-2026-03-02,2026-03-02,MIL,BOS,81,108,BOS,0
DEN-UTA-2026-03-02,2026-03-02,UTA,DEN,125,128,DEN,0
LAC-GSW-2026-03-02,2026-03-02,GSW,LAC,101,114,LAC,0
DAL-CHO-2026-03-03,2026-03-03,CHO,DAL,117,90,CHO,0
DET-CLE-2026-03-03,2026-03-03,CLE,DET,113,109,CLE,0
WAS-ORL-2026-03-03,2026-03-03,ORL,WAS,126,109,ORL,0
BRK-MIA-2026-03-03,2026-03-03,MIA,BRK,124,98,MIA,0
NYK-TOR-2026-03-03,2026-03-03,TOR,NYK,95,111,NYK,0
SAS-PHI-2026-03-03,2026-03-03,PHI,SAS,91,131,SAS,0
OKC-CHI-2026-03-03,2026-03-03,CHI,OKC,108,116,OKC,0
MEM-MIN-2026-03-03,2026-03-03,MIN,MEM,117,110,MIN,0
NOP-LAL-2026-03-03,2026-03-03,LAL,NOP,110,101,LAL,0
PHO-SAC-2026-03-03,2026-03-03,SAC,PHO,103,114,PHO,0
OKC-NYK-2026-03-04,2026-03-04,NYK,OKC,100,103,OKC,0
CHO-BOS-2026-03-04,2026-03-04,BOS,CHO,89,118,CHO,0
UTA-PHI-2026-03-04,2026-03-04,PHI,UTA,106,102,PHI,0
POR-MEM-2026-03-04,2026-03-04,MEM,POR,114,122,POR,0
ATL-MIL-2026-03-04,2026-03-04,MIL,ATL,113,131,ATL,0
IND-LAC-2026-03-04,2026-03-04,LAC,IND,130,107,LAC,0
DAL-ORL-2026-03-05,2026-03-05,ORL,DAL,115,114,ORL,0
UTA-WAS-2026-03-05,2026-03-05,WAS,UTA,112,122,UTA,0
BRK-MIA-2026-03-05,2026-03-05,MIA,BRK,126,110,MIA,0
GSW-HOU-2026-03-05,2026-03-05,HOU,GSW,113,115,GSW,0
TOR-MIN-2026-03-05,2026-03-05,MIN,TOR,115,107,MIN,0
DET-SAS-2026-03-05,2026-03-05,SAS,DET,121,106,SAS,0
CHI-PHO-2026-03-05,2026-03-05,PHO,CHI,103,105,CHI,0
LAL-DEN-2026-03-05,2026-03-05,DEN,LAL,120,113,DEN,0
NOP-SAC-2026-03-05,2026-03-05,SAC,NOP,123,133,NOP,0
DAL-BOS-2026-03-06,2026-03-06,BOS,DAL,120,100,BOS,0
MIA-CHO-2026-03-06,2026-03-06,CHO,MIA,120,128,MIA,0
POR-HOU-2026-03-06,2026-03-06,HOU,POR,106,99,HOU,0
NYK-DEN-2026-03-06,2026-03-06,DEN,NYK,103,142,NYK,0
NOP-PHO-2026-03-06,2026-03-06,PHO,NOP,118,116,PHO,0
LAC-SAS-2026-03-06,2026-03-06,SAS,LAC,116,112,SAS,0
IND-LAL-2026-03-06,2026-03-06,LAL,IND,128,117,LAL,0
ORL-MIN-2026-03-07,2026-03-07,MIN,ORL,92,119,ORL,0
BRK-DET-2026-03-07,2026-03-07,DET,BRK,105,107,BRK,0
PHI-ATL-2026-03-07,2026-03-07,ATL,PHI,125,116,ATL,0
LAC-MEM-2026-03-07,2026-03-07,MEM,LAC,120,123,LAC,0
UTA-MIL-2026-03-07,2026-03-07,MIL,UTA,113,99,MIL,0
GSW-OKC-2026-03-07,2026-03-07,OKC,GSW,104,97,OKC,0
BOS-CLE-2026-03-08,2026-03-08,CLE,BOS,98,109,BOS,0
NYK-LAL-2026-03-08,2026-03-08,LAL,NYK,110,97,LAL,0
DET-MIA-2026-03-08,2026-03-08,MIA,DET,121,110,MIA,0
DAL-TOR-2026-03-08,2026-03-08,TOR,DAL,122,92,TOR,0
WAS-NOP-2026-03-08,2026-03-08,NOP,WAS,138,118,NOP,0
ORL-MIL-2026-03-08,2026-03-08,MIL,ORL,91,130,ORL,0
HOU-SAS-2026-03-08,2026-03-08,SAS,HOU,145,120,SAS,0
IND-POR-2026-03-08,2026-03-08,POR,IND,131,111,POR,0
CHI-SAC-2026-03-08,2026-03-08,SAC,CHI,126,110,SAC,0
CHO-PHO-2026-03-08,2026-03-08,PHO,CHO,111,99,PHO,0
PHI-CLE-2026-03-09,2026-03-09,CLE,PHI,115,101,CLE,0
MEM-BRK-2026-03-09,2026-03-09,BRK,MEM,126,115,BRK,0
DEN-OKC-2026-03-09,2026-03-09,OKC,DEN,129,126,OKC,0
GSW-UTA-2026-03-09,2026-03-09,UTA,GSW,119,116,UTA,0
NYK-LAC-2026-03-09,2026-03-09,LAC,NYK,126,118,LAC,0
MEM-PHI-2026-03-10,2026-03-10,PHI,MEM,139,129,PHI,0
DET-BRK-2026-03-10,2026-03-10,BRK,DET,100,138,DET,0
WAS-MIA-2026-03-10,2026-03-10,MIA,WAS,150,129,MIA,0
DAL-ATL-2026-03-10,2026-03-10,ATL,DAL,124,112,ATL,0
TOR-HOU-2026-03-10,2026-03-10,HOU,TOR,113,99,HOU,0
PHO-MIL-2026-03-10,2026-03-10,MIL,PHO,114,129,PHO,0
BOS-SAS-2026-03-10,2026-03-10,SAS,BOS,125,116,SAS,0
CHI-GSW-2026-03-10,2026-03-10,GSW,CHI,124,130,CHI,0
CHO-POR-2026-03-10,2026-03-10,POR,CHO,101,103,CHO,0
IND-SAC-2026-03-10,2026-03-10,SAC,IND,114,109,SAC,0
MIN-LAL-2026-03-10,2026-03-10,LAL,MIN,120,106,LAL,0
CLE-ORL-2026-03-11,2026-03-11,ORL,CLE,128,122,ORL,0
TOR-NOP-2026-03-11,2026-03-11,NOP,TOR,122,111,NOP,0
NYK-UTA-2026-03-11,2026-03-11,UTA,NYK,117,134,NYK,0
HOU-DEN-2026-03-11,2026-03-11,DEN,HOU,129,93,DEN,0
CHO-SAC-2026-03-11,2026-03-11,SAC,CHO,109,117,CHO,0
MIN-LAC-2026-03-11,2026-03-11,LAC,MIN,153,128,LAC,0
PHI-DET-2026-03-12,2026-03-12,DET,PHI,131,109,DET,0
PHO-IND-2026-03-12,2026-03-12,IND,PHO,108,123,PHO,0
WAS-ORL-2026-03-12,2026-03-12,ORL,WAS,136,131,ORL,0
BRK-ATL-2026-03-12,2026-03-12,ATL,BRK,108,97,ATL,0
MIL-MIA-2026-03-12,2026-03-12,MIA,MIL,112,105,MIA,0
DAL-MEM-2026-03-12,2026-03-12,MEM,DAL,112,120,DAL,0
DEN-SAS-2026-03-12,2026-03-12,SAS,DEN,131,136,DEN,0
BOS-OKC-2026-03-12,2026-03-12,OKC,BOS,104,102,OKC,0
CHI-LAL-2026-03-12,2026-03-12,LAL,CHI,142,130,LAL,0
MEM-DET-2026-03-13,2026-03-13,DET,MEM,126,110,DET,0
NYK-IND-2026-03-13,2026-03-13,IND,NYK,92,101,NYK,0
PHO-TOR-2026-03-13,2026-03-13,TOR,PHO,122,115,TOR,0
CLE-DAL-2026-03-13,2026-03-13,DAL,CLE,105,138,CLE,0
NOP-HOU-2026-03-13,2026-03-13,HOU,NOP,107,105,HOU,0
MIN-GSW-2026-03-13,2026-03-13,GSW,MIN,117,127,MIN,0
UTA-POR-2026-03-13,2026-03-13,POR,UTA,124,114,POR,0
CHI-LAC-2026-03-13,2026-03-13,LAC,CHI,119,108,LAC,0
BRK-PHI-2026-03-14,2026-03-14,PHI,BRK,104,97,PHI,0
MIL-ATL-2026-03-14,2026-03-14,ATL,MIL,122,99,ATL,0
CHO-SAS-2026-03-14,2026-03-14,SAS,CHO,115,102,SAS,0
WAS-BOS-2026-03-14,2026-03-14,BOS,WAS,111,100,BOS,0
ORL-MIA-2026-03-14,2026-03-14,MIA,ORL,117,121,ORL,0
DEN-LAL-2026-03-14,2026-03-14,LAL,DEN,127,125,LAL,0
SAC-LAC-2026-03-14,2026-03-14,LAC,SAC,109,118,SAC,0
MIN-OKC-2026-03-15,2026-03-15,OKC,MIN,116,103,OKC,0
DAL-CLE-2026-03-15,2026-03-15,CLE,DAL,120,130,DAL,0
DET-TOR-2026-03-15,2026-03-15,TOR,DET,119,108,TOR,0
IND-MIL-2026-03-15,2026-03-15,MIL,IND,134,123,MIL,0
POR-PHI-2026-03-15,2026-03-15,PHI,POR,109,103,PHI,0
GSW-NYK-2026-03-15,2026-03-15,NYK,GSW,110,107,NYK,0
UTA-SAC-2026-03-15,2026-03-15,SAC,UTA,116,111,SAC,0
ORL-ATL-2026-03-16,2026-03-16,ATL,ORL,124,112,ATL,0
GSW-WAS-2026-03-16,2026-03-16,WAS,GSW,117,125,GSW,0
POR-BRK-2026-03-16,2026-03-16,BRK,POR,95,114,POR,0
PHO-BOS-2026-03-16,2026-03-16,BOS,PHO,120,112,BOS,0
MEM-CHI-2026-03-16,2026-03-16,CHI,MEM,132,107,CHI,0
DAL-NOP-2026-03-16,2026-03-16,NOP,DAL,129,111,NOP,0
LAL-HOU-2026-03-16,2026-03-16,HOU,LAL,92,100,LAL,0
SAS-LAC-2026-03-16,2026-03-16,LAC,SAS,115,119,SAS,0
DET-WAS-2026-03-17,2026-03-17,WAS,DET,117,130,DET,0
OKC-ORL-2026-03-17,2026-03-17,ORL,OKC,108,113,OKC,0
MIA-CHO-2026-03-17,2026-03-17,CHO,MIA,136,106,CHO,0
IND-NYK-2026-03-17,2026-03-17,NYK,IND,136,110,NYK,0
PHO-MIN-2026-03-17,2026-03-17,MIN,PHO,116,104,MIN,0
CLE-MIL-2026-03-17,2026-03-17,MIL,CLE,116,123,CLE,0
SAS-SAC-2026-03-17,2026-03-17,SAC,SAS,104,132,SAS,0
PHI-DEN-2026-03-17,2026-03-17,DEN,PHI,124,96,DEN,0
GSW-BOS-2026-03-18,2026-03-18,BOS,GSW,120,99,BOS,0
POR-IND-2026-03-18,2026-03-18,IND,POR,119,127,POR,0
OKC-BRK-2026-03-18,2026-03-18,BRK,OKC,92,121,OKC,0
LAC-NOP-2026-03-18,2026-03-18,NOP,LAC,124,109,NOP,0
UTA-MIN-2026-03-18,2026-03-18,MIN,UTA,147,111,MIN,0
TOR-CHI-2026-03-18,2026-03-18,CHI,TOR,109,139,TOR,0
ATL-DAL-2026-03-18,2026-03-18,DAL,ATL,120,135,ATL,0
DEN-MEM-2026-03-18,2026-03-18,MEM,DEN,125,118,MEM,0
LAL-HOU-2026-03-18,2026-03-18,HOU,LAL,116,124,LAL,0
ORL-CHO-2026-03-19,2026-03-19,CHO,ORL,130,111,CHO,0
DET-WAS-2026-03-19,2026-03-19,WAS,DET,95,117,DET,0
LAL-MIA-2026-03-19,2026-03-19,MIA,LAL,126,134,LAL,0
CLE-CHI-2026-03-19,2026-03-19,CHI,CLE,110,115,CLE,0
LAC-NOP-2026-03-19,2026-03-19,NOP,LAC,105,99,NOP,0
PHO-SAS-2026-03-19,2026-03-19,SAS,PHO,101,100,SAS,0
MIL-UTA-2026-03-19,2026-03-19,UTA,MIL,128,96,UTA,0
PHI-SAC-2026-03-19,2026-03-19,SAC,PHI,118,139,PHI,0
NYK-BRK-2026-03-20,2026-03-20,BRK,NYK,92,93,NYK,0
GSW-DET-2026-03-20,2026-03-20,DET,GSW,115,101,DET,0
ATL-HOU-2026-03-20,2026-03-20,HOU,ATL,117,95,HOU,0
BOS-MEM-2026-03-20,2026-03-20,MEM,BOS,112,117,BOS,0
POR-MIN-2026-03-20,2026-03-20,MIN,POR,104,108,POR,0
TOR-DEN-2026-03-20,2026-03-20,DEN,TOR,121,115,DEN,0
OKC-WAS-2026-03-21,2026-03-21,WAS,OKC,111,132,OKC,0
MEM-CHO-2026-03-21,2026-03-21,CHO,MEM,124,101,CHO,0
LAL-ORL-2026-03-21,2026-03-21,ORL,LAL,104,105,LAL,0
CLE-NOP-2026-03-21,2026-03-21,NOP,CLE,106,111,CLE,0
GSW-ATL-2026-03-21,2026-03-21,ATL,GSW,126,110,ATL,0
MIA-HOU-2026-03-21,2026-03-21,HOU,MIA,123,122,HOU,0
IND-SAS-2026-03-21,2026-03-21,SAS,IND,134,119,SAS,0
LAC-DAL-2026-03-21,2026-03-21,DAL,LAC,131,138,LAC,0
PHI-UTA-2026-03-21,2026-03-21,UTA,PHI,116,126,PHI,0
MIL-PHO-2026-03-21,2026-03-21,PHO,MIL,105,108,MIL,0
POR-DEN-2026-03-22,2026-03-22,DEN,POR,128,112,DEN,0
BRK-SAC-2026-03-22,2026-03-22,SAC,BRK,126,122,SAC,0
WAS-NYK-2026-03-22,2026-03-22,NYK,WAS,145,113,NYK,0
MIN-BOS-2026-03-22,2026-03-22,BOS,MIN,92,102,MIN,0
TOR-PHO-2026-03-22,2026-03-22,PHO,TOR,120,98,PHO,0
LAL-DET-2026-03-23,2026-03-23,DET,LAL,113,110,DET,0
IND-ORL-2026-03-23,2026-03-23,ORL,IND,126,128,IND,0
OKC-PHI-2026-03-23,2026-03-23,PHI,OKC,103,123,OKC,0
SAS-MIA-2026-03-23,2026-03-23,MIA,SAS,111,136,SAS,0
MEM-ATL-2026-03-23,2026-03-23,ATL,MEM,146,107,ATL,0
HOU-CHI-2026-03-23,2026-03-23,CHI,HOU,132,124,CHI,0
TOR-UTA-2026-03-23,2026-03-23,UTA,TOR,127,143,TOR,0
GSW-DAL-2026-03-23,2026-03-23,DAL,GSW,131,137,GSW,0
BRK-POR-2026-03-23,2026-03-23,POR,BRK,134,99,POR,0
MIL-LAC-2026-03-23,2026-03-23,LAC,MIL,129,96,LAC,0
SAC-CHO-2026-03-24,2026-03-24,CHO,SAC,134,90,CHO,0
NOP-NYK-2026-03-24,2026-03-24,NYK,NOP,121,116,NYK,0
ORL-CLE-2026-03-24,2026-03-24,CLE,ORL,136,131,CLE,0
DEN-PHO-2026-03-24,2026-03-24,PHO,DEN,123,125,DEN,0
ATL-DET-2026-03-25,2026-03-25,DET,ATL,129,130,ATL,0
LAL-IND-2026-03-25,2026-03-25,IND,LAL,130,137,LAL,0
CHI-PHI-2026-03-25,2026-03-25,PHI,CHI,157,137,PHI,0
OKC-BOS-2026-03-25,2026-03-25,BOS,OKC,119,109,BOS,0
MIA-CLE-2026-03-25,2026-03-25,CLE,MIA,103,120,MIA,0
SAS-MEM-2026-03-25,2026-03-25,MEM,SAS,98,123,SAS,0
WAS-UTA-2026-03-25,2026-03-25,UTA,WAS,110,133,WAS,0
HOU-MIN-2026-03-25,2026-03-25,MIN,HOU,110,108,MIN,0
DAL-DEN-2026-03-25,2026-03-25,DEN,DAL,142,135,DEN,0
BRK-GSW-2026-03-25,2026-03-25,GSW,BRK,109,106,GSW,0
MIL-POR-2026-03-25,2026-03-25,POR,MIL,130,99,POR,0
TOR-LAC-2026-03-25,2026-03-25,LAC,TOR,119,94,LAC,0
NYK-CHO-2026-03-26,2026-03-26,CHO,NYK,114,103,CHO,0
NOP-DET-2026-03-26,2026-03-26,DET,NOP,129,108,DET,0
SAC-ORL-2026-03-26,2026-03-26,ORL,SAC,121,117,ORL,0
LAC-IND-2026-03-27,2026-03-27,IND,LAC,113,114,LAC,0
ATL-BOS-2026-03-27,2026-03-27,BOS,ATL,109,102,BOS,0
MIA-CLE-2026-03-27,2026-03-27,CLE,MIA,149,128,CLE,0
HOU-MEM-2026-03-27,2026-03-27,MEM,HOU,109,119,HOU,0
CHI-OKC-2026-03-27,2026-03-27,OKC,CHI,131,113,OKC,0
NOP-TOR-2026-03-27,2026-03-27,TOR,NOP,119,106,TOR,0
UTA-DEN-2026-03-27,2026-03-27,DEN,UTA,135,129,DEN,0
WAS-GSW-2026-03-27,2026-03-27,GSW,WAS,131,126,GSW,0
DAL-POR-2026-03-27,2026-03-27,POR,DAL,93,100,DAL,0
BRK-LAL-2026-03-27,2026-03-27,LAL,BRK,116,99,LAL,0
SAS-MIL-2026-03-28,2026-03-28,MIL,SAS,95,127,SAS,0
DET-MIN-2026-03-28,2026-03-28,MIN,DET,87,109,DET,0
PHI-CHO-2026-03-28,2026-03-28,CHO,PHI,114,118,PHI,0
SAC-ATL-2026-03-28,2026-03-28,ATL,SAC,123,113,ATL,0
CHI-MEM-2026-03-28,2026-03-28,MEM,CHI,125,124,MEM,0
UTA-PHO-2026-03-28,2026-03-28,PHO,UTA,134,109,PHO,0
LAC-MIL-2026-03-29,2026-03-29,MIL,LAC,113,127,LAC,0
MIA-IND-2026-03-29,2026-03-29,IND,MIA,135,118,IND,0
SAC-BRK-2026-03-29,2026-03-29,BRK,SAC,116,99,BRK,0
BOS-CHO-2026-03-29,2026-03-29,CHO,BOS,99,114,BOS,0
ORL-TOR-2026-03-29,2026-03-29,TOR,ORL,139,87,TOR,0
WAS-POR-2026-03-29,2026-03-29,POR,WAS,123,88,POR,0
HOU-NOP-2026-03-29,2026-03-29,NOP,HOU,102,134,HOU,0
NYK-OKC-2026-03-29,2026-03-29,OKC,NYK,111,100,OKC,0
GSW-DEN-2026-03-29,2026-03-29,DEN,GSW,116,93,DEN,0
PHI-MIA-2026-03-30,2026-03-30,MIA,PHI,119,109,MIA,0
BOS-ATL-2026-03-30,2026-03-30,ATL,BOS,112,102,ATL,0
PHO-MEM-2026-03-30,2026-03-30,MEM,PHO,105,131,PHO,0
CHI-SAS-2026-03-30,2026-03-30,SAS,CHI,129,114,SAS,0
MIN-DAL-2026-03-30,2026-03-30,DAL,MIN,94,124,MIN,0
CLE-UTA-2026-03-30,2026-03-30,UTA,CLE,113,122,CLE,0
DET-OKC-2026-03-30,2026-03-30,OKC,DET,114,110,OKC,0
WAS-LAL-2026-03-30,2026-03-30,LAL,WAS,120,101,LAL,0
PHO-ORL-2026-03-31,2026-03-31,ORL,PHO,115,111,ORL,0
CHO-BRK-2026-03-31,2026-03-31,BRK,CHO,86,117,CHO,0
TOR-DET-2026-03-31,2026-03-31,DET,TOR,127,116,DET,0
NYK-HOU-2026-03-31,2026-03-31,HOU,NYK,111,94,HOU,0
DAL-MIL-2026-03-31,2026-03-31,MIL,DAL,123,99,MIL,0
CLE-LAL-2026-03-31,2026-03-31,LAL,CLE,127,113,LAL,0
POR-LAC-2026-03-31,2026-03-31,LAC,POR,104,114,POR,0
PHI-WAS-2026-04-01,2026-04-01,WAS,PHI,131,153,PHI,0
ATL-ORL-2026-04-01,2026-04-01,ORL,ATL,101,130,ATL,0
BOS-MIA-2026-04-01,2026-04-01,MIA,BOS,129,147,BOS,0
