matchup_id,game_date,home,away,playoffs,whos_favored,spread,total,moneyline_home,moneyline_away
IND-GSW-2025-11-09,2025-11-09,GSW,IND,0,home,12.5,221.5,,
MIN-SAC-2025-11-09,2025-11-09,SAC,MIN,0,away,4.5,237.5,,
LAL-CHO-2025-11-10,2025-11-10,CHO,LAL,0,away,8.5,230.5,,
WAS-DET-2025-11-10,2025-11-10,DET,WAS,0,home,11,236.5,,
POR-ORL-2025-11-10,2025-11-10,ORL,POR,0,home,2,235,,
CLE-MIA-2025-11-10,2025-11-10,MIA,CLE,0,away,7.5,248.5,,
SAS-CHI-2025-11-10,2025-11-10,CHI,SAS,0,away,5.5,235.5,,
MIL-DAL-2025-11-10,2025-11-10,DAL,MIL,0,away,3.5,229,,
NOP-PHO-2025-11-10,2025-11-10,PHO,NOP,0,home,8.5,226.5,,
MIN-UTA-2025-11-10,2025-11-10,UTA,MIN,0,away,7.5,235.5,,
ATL-LAC-2025-11-10,2025-11-10,LAC,ATL,0,home,4.5,221,,
TOR-BRK-2025-11-11,2025-11-11,BRK,TOR,0,away,10,231.5,,
MEM-NYK-2025-11-11,2025-11-11,NYK,MEM,0,home,10,233,,
BOS-PHI-2025-11-11,2025-11-11,PHI,BOS,0,away,1.5,230.5,,
GSW-OKC-2025-11-11,2025-11-11,OKC,GSW,0,home,8.5,227.5,,
IND-UTA-2025-11-11,2025-11-11,UTA,IND,0,away,2.5,233.5,,
DEN-SAC-2025-11-11,2025-11-11,SAC,DEN,0,away,8.5,244.5,,
MIL-CHO-2025-11-12,2025-11-12,CHO,MIL,0,away,2.5,228,,
CHI-DET-2025-11-12,2025-11-12,DET,CHI,0,away,3,230,,
ORL-NYK-2025-11-12,2025-11-12,NYK,ORL,0,home,4,227.5,,
MEM-BOS-2025-11-12,2025-11-12,BOS,MEM,0,home,8.5,227.5,,
CLE-MIA-2025-11-12,2025-11-12,MIA,CLE,0,home,4.5,239.5,,
WAS-HOU-2025-11-12,2025-11-12,HOU,WAS,0,home,16.5,237,,
POR-NOP-2025-11-12,2025-11-12,NOP,POR,0,away,8,232,,
GSW-SAS-2025-11-12,2025-11-12,SAS,GSW,0,home,3.5,232.5,,
PHO-DAL-2025-11-12,2025-11-12,DAL,PHO,0,away,2,227.5,,
LAL-OKC-2025-11-12,2025-11-12,OKC,LAL,0,home,8,229.5,,
ATL-SAC-2025-11-12,2025-11-12,SAC,ATL,0,away,4.5,230.5,,
DEN-LAC-2025-11-12,2025-11-12,LAC,DEN,0,away,4.5,225,,
TOR-CLE-2025-11-13,2025-11-13,CLE,TOR,0,home,7.5,238.5,,
IND-PHO-2025-11-13,2025-11-13,PHO,IND,0,home,3.5,233.5,,
ATL-UTA-2025-11-13,2025-11-13,UTA,ATL,0,away,1.5,234.5,,
MIA-NYK-2025-11-14,2025-11-14,NYK,MIA,0,home,6.5,240.5,,
BRK-ORL-2025-11-14,2025-11-14,ORL,BRK,0,home,14.5,224.5,,
PHI-DET-2025-11-14,2025-11-14,DET,PHI,0,home,1,229.5,,
POR-HOU-2025-11-14,2025-11-14,HOU,POR,0,home,7.5,236.5,,
CHO-MIL-2025-11-14,2025-11-14,MIL,CHO,0,home,9,238,,
SAC-MIN-2025-11-14,2025-11-14,MIN,SAC,0,home,11.5,240,,
LAL-NOP-2025-11-14,2025-11-14,NOP,LAL,0,away,9.5,227.5,,
LAC-DAL-2025-11-14,2025-11-14,DAL,LAC,0,away,3,221,,
GSW-SAS-2025-11-14,2025-11-14,SAS,GSW,0,home,2.5,233.5,,
MEM-CLE-2025-11-15,2025-11-15,CLE,MEM,0,home,10.5,241.5,,
OKC-CHO-2025-11-15,2025-11-15,CHO,OKC,0,away,17.5,224,,
TOR-IND-2025-11-15,2025-11-15,IND,TOR,0,away,6,236.5,,
LAL-MIL-2025-11-15,2025-11-15,MIL,LAL,0,home,2,230,,
DEN-MIN-2025-11-15,2025-11-15,MIN,DEN,0,away,1,237,,
LAC-BOS-2025-11-16,2025-11-16,BOS,LAC,0,home,5.5,219.5,,
SAC-SAS-2025-11-16,2025-11-16,SAS,SAC,0,home,6.5,242.5,,
BRK-WAS-2025-11-16,2025-11-16,WAS,BRK,0,home,2.5,231.5,,
ORL-HOU-2025-11-16,2025-11-16,HOU,ORL,0,home,7.5,223.5,,
GSW-NOP-2025-11-16,2025-11-16,NOP,GSW,0,away,11,226.5,,
POR-DAL-2025-11-16,2025-11-16,DAL,POR,0,away,2.5,236.5,,
ATL-PHO-2025-11-16,2025-11-16,PHO,ATL,0,home,1.5,226,,
CHI-UTA-2025-11-16,2025-11-16,UTA,CHI,0,away,4.5,244.5,,
MIL-CLE-2025-11-17,2025-11-17,CLE,MIL,0,home,6,235,,
IND-DET-2025-11-17,2025-11-17,DET,IND,0,home,8,230.5,,
LAC-PHI-2025-11-17,2025-11-17,PHI,LAC,0,home,5.5,222.5,,
NYK-MIA-2025-11-17,2025-11-17,MIA,NYK,0,home,1,244.5,,
CHO-TOR-2025-11-17,2025-11-17,TOR,CHO,0,home,7.5,240,,
DAL-MIN-2025-11-17,2025-11-17,MIN,DAL,0,home,14,232,,
OKC-NOP-2025-11-17,2025-11-17,NOP,OKC,0,away,18.5,223,,
CHI-DEN-2025-11-17,2025-11-17,DEN,CHI,0,home,12.5,241,,
GSW-ORL-2025-11-18,2025-11-18,ORL,GSW,0,away,2.5,223.5,,
DET-ATL-2025-11-18,2025-11-18,ATL,DET,0,away,1.5,227,,
BOS-BRK-2025-11-18,2025-11-18,BRK,BOS,0,away,11,223,,
MEM-SAS-2025-11-18,2025-11-18,SAS,MEM,0,home,6,234,,
UTA-LAL-2025-11-18,2025-11-18,LAL,UTA,0,home,13,239.5,,
PHO-POR-2025-11-18,2025-11-18,POR,PHO,0,home,1.5,235.5,,
HOU-CLE-2025-11-19,2025-11-19,CLE,HOU,0,away,1.5,233.5,,
TOR-PHI-2025-11-19,2025-11-19,PHI,TOR,0,away,2.5,234,,
CHO-IND-2025-11-19,2025-11-19,IND,CHO,0,away,2,238.5,,
GSW-MIA-2025-11-19,2025-11-19,MIA,GSW,0,home,10.5,234.5,,
DEN-NOP-2025-11-19,2025-11-19,NOP,DEN,0,away,10.5,235,,
WAS-MIN-2025-11-19,2025-11-19,MIN,WAS,0,home,16.5,239.5,,
SAC-OKC-2025-11-19,2025-11-19,OKC,SAC,0,home,18.5,232.5,,
NYK-DAL-2025-11-19,2025-11-19,DAL,NYK,0,away,8.5,233.5,,
CHI-POR-2025-11-19,2025-11-19,POR,CHI,0,away,3.5,245,,
LAC-ORL-2025-11-20,2025-11-20,ORL,LAC,0,home,6.5,218.5,,
PHI-MIL-2025-11-20,2025-11-20,MIL,PHI,0,away,1.5,223.5,,
SAC-MEM-2025-11-20,2025-11-20,MEM,SAC,0,home,3.5,234.5,,
ATL-SAS-2025-11-20,2025-11-20,SAS,ATL,0,home,1,233.5,,
IND-CLE-2025-11-21,2025-11-21,CLE,IND,0,home,13.5,241.5,,
BRK-BOS-2025-11-21,2025-11-21,BOS,BRK,0,home,13.5,222,,
WAS-TOR-2025-11-21,2025-11-21,TOR,WAS,0,home,14,239,,
MIA-CHI-2025-11-21,2025-11-21,CHI,MIA,0,home,2.5,250.5,,
NOP-DAL-2025-11-21,2025-11-21,DAL,NOP,0,home,3.5,234,,
MIN-PHO-2025-11-21,2025-11-21,PHO,MIN,0,away,4.5,230.5,,
DEN-HOU-2025-11-21,2025-11-21,HOU,DEN,0,home,3,234.5,,
OKC-UTA-2025-11-21,2025-11-21,UTA,OKC,0,away,16.5,234.5,,
POR-GSW-2025-11-21,2025-11-21,GSW,POR,0,home,10.5,237,,
LAC-CHO-2025-11-22,2025-11-22,CHO,LAC,0,home,1,227.5,,
NYK-ORL-2025-11-22,2025-11-22,ORL,NYK,0,home,2,230.5,,
ATL-NOP-2025-11-22,2025-11-22,NOP,ATL,0,away,10,232.5,,
WAS-CHI-2025-11-22,2025-11-22,CHI,WAS,0,home,12.5,246,,
DET-MIL-2025-11-22,2025-11-22,MIL,DET,0,away,8,225.5,,
MEM-DAL-2025-11-22,2025-11-22,DAL,MEM,0,away,1,229.5,,
SAC-DEN-2025-11-22,2025-11-22,DEN,SAC,0,home,11,239.5,,
MIA-PHI-2025-11-23,2025-11-23,PHI,MIA,0,away,1,241,,
CHO-ATL-2025-11-23,2025-11-23,ATL,CHO,0,home,8,228.5,,
ORL-BOS-2025-11-23,2025-11-23,BOS,ORL,0,home,4,223.5,,
LAC-CLE-2025-11-23,2025-11-23,CLE,LAC,0,home,7.5,229.5,,
BRK-TOR-2025-11-23,2025-11-23,TOR,BRK,0,home,11.5,229.5,,
POR-OKC-2025-11-23,2025-11-23,OKC,POR,0,home,16.5,233.5,,
LAL-UTA-2025-11-23,2025-11-23,UTA,LAL,0,away,9.5,245,,
SAS-PHO-2025-11-23,2025-11-23,PHO,SAS,0,home,1.5,234.5,,
DET-IND-2025-11-24,2025-11-24,IND,DET,0,away,10,236.5,,
CLE-TOR-2025-11-24,2025-11-24,TOR,CLE,0,home,1.5,231.5,,
NYK-BRK-2025-11-24,2025-11-24,BRK,NYK,0,away,12.5,229,,
DAL-MIA-2025-11-24,2025-11-24,MIA,DAL,0,home,7.5,240.5,,
CHI-NOP-2025-11-24,2025-11-24,NOP,CHI,0,away,5,244.5,,
POR-MIL-2025-11-24,2025-11-24,MIL,POR,0,home,1,230.5,,
DEN-MEM-2025-11-24,2025-11-24,MEM,DEN,0,away,6.5,235.5,,
HOU-PHO-2025-11-24,2025-11-24,PHO,HOU,0,away,6.5,222.5,,
MIN-SAC-2025-11-24,2025-11-24,SAC,MIN,0,away,10.5,238,,
UTA-GSW-2025-11-24,2025-11-24,GSW,UTA,0,home,13.5,239.5,,
ATL-WAS-2025-11-25,2025-11-25,WAS,ATL,0,away,11,239.5,,
ORL-PHI-2025-11-25,2025-11-25,PHI,ORL,0,away,5,229,,
LAC-LAL-2025-11-25,2025-11-25,LAL,LAC,0,home,6,227.5,,
DET-BOS-2025-11-26,2025-11-26,BOS,DET,0,away,2,234,,
NYK-CHO-2025-11-26,2025-11-26,CHO,NYK,0,away,6.5,242.5,,
MIL-MIA-2025-11-26,2025-11-26,MIA,MIL,0,home,10.5,237,,
IND-TOR-2025-11-26,2025-11-26,TOR,IND,0,home,10,234,,
MIN-OKC-2025-11-26,2025-11-26,OKC,MIN,0,home,11,226,,
MEM-NOP-2025-11-26,2025-11-26,NOP,MEM,0,away,3.5,236.5,,
HOU-GSW-2025-11-26,2025-11-26,GSW,HOU,0,home,3.5,224.5,,
SAS-POR-2025-11-26,2025-11-26,POR,SAS,0,away,1.5,240,,
PHO-SAC-2025-11-26,2025-11-26,SAC,PHO,0,away,4.5,234,,
