game_id,game_date,home,away,home_pts,away_pts,winner
0021900057,2019-10-30,PHI,MIN,117,95,PHI
0021900058,2019-10-30,BOS,MIL,116,105,BOS
0021900059,2019-10-30,BRK,IND,108,118,IND
0021900060,2019-10-30,TOR,DET,125,113,TOR
0021900061,2019-10-30,WAS,HOU,158,159,HOU
0021900062,2019-10-30,OKC,POR,99,102,POR
0021900063,2019-10-30,UTA,LAC,110,96,UTA
0021900064,2019-10-30,SAC,CHO,111,118,CHO
0021900065,2019-10-30,GSW,PHO,110,121,PHO
0021900066,2019-10-31,ATL,MIA,97,106,MIA
0021900067,2019-10-31,NOP,DEN,122,107,NOP
0021900068,2019-10-31,LAC,SAS,103,97,LAC
0021900069,2019-11-01,BRK,HOU,123,116,BRK
0021900070,2019-11-01,IND,CLE,102,95,IND
0021900071,2019-11-01,ORL,MIL,91,123,MIL
0021900072,2019-11-01,BOS,NYK,104,102,BOS
0021900073,2019-11-01,CHI,DET,112,106,CHI
0021900074,2019-11-01,DAL,LAL,110,119,LAL
0021900075,2019-11-01,SAC,UTA,102,101,SAC
0021900076,2019-11-01,GSW,SAS,110,127,SAS
0021900077,2019-11-02,OKC,NOP,115,104,OKC
0021900078,2019-11-02,DET,BRK,113,109,DET
0021900079,2019-11-02,ORL,DEN,87,91,DEN
0021900080,2019-11-02,WAS,MIN,109,131,MIN
0021900081,2019-11-02,MEM,PHO,105,114,PHO
0021900082,2019-11-02,MIL,TOR,115,105,MIL
0021900083,2019-11-02,GSW,CHO,87,93,CHO
0021900084,2019-11-02,POR,PHI,128,129,PHI
0021900085,2019-11-03,IND,CHI,108,95,IND
0021900086,2019-11-03,MIA,HOU,129,100,MIA
0021900087,2019-11-03,NYK,SAC,92,113,SAC
0021900088,2019-11-03,SAS,LAL,96,103,LAL
0021900089,2019-11-03,CLE,DAL,111,131,DAL
0021900090,2019-11-03,LAC,UTA,105,94,LAC
0021900091,2019-11-04,WAS,DET,115,99,WAS
0021900092,2019-11-04,BRK,NOP,135,125,BRK
0021900093,2019-11-04,MEM,HOU,100,107,HOU
0021900094,2019-11-04,MIN,MIL,106,134,MIL
0021900095,2019-11-04,PHO,PHI,114,109,PHO
0021900096,2019-11-04,GSW,POR,127,118,GSW
0021900097,2019-11-05,CHO,IND,122,120,CHO
0021900098,2019-11-05,CLE,BOS,113,119,BOS
0021900099,2019-11-05,ATL,SAS,108,100,ATL
0021900100,2019-11-05,CHI,LAL,112,118,LAL
0021900101,2019-11-05,OKC,ORL,102,94,OKC
0021900102,2019-11-05,DEN,MIA,109,89,DEN
0021900103,2019-11-06,DET,NYK,122,102,DET
0021900104,2019-11-06,IND,WAS,121,106,IND
0021900105,2019-11-06,ATL,CHI,93,113,CHI
0021900106,2019-11-06,TOR,SAC,124,120,TOR
0021900107,2019-11-06,HOU,GSW,129,112,HOU
0021900108,2019-11-06,MEM,MIN,137,121,MEM
0021900109,2019-11-06,DAL,ORL,107,106,DAL
0021900110,2019-11-06,UTA,PHI,106,104,UTA
0021900111,2019-11-06,LAC,MIL,124,129,MIL
0021900112,2019-11-07,CHO,BOS,87,108,BOS
0021900113,2019-11-07,SAS,OKC,121,112,SAS
0021900114,2019-11-07,PHO,MIA,108,124,MIA
0021900115,2019-11-07,LAC,POR,107,101,LAC
0021900116,2019-11-08,IND,DET,112,106,IND
0021900117,2019-11-08,ORL,MEM,118,86,ORL
0021900118,2019-11-08,WAS,CLE,100,113,CLE
0021900119,2019-11-08,ATL,SAC,109,121,SAC
0021900120,2019-11-08,MIN,GSW,125,119,MIN
0021900121,2019-11-08,NOP,TOR,104,122,TOR
0021900122,2019-11-08,DAL,NYK,102,106,NYK
0021900123,2019-11-08,DEN,PHI,100,97,DEN
0021900124,2019-11-08,UTA,MIL,103,100,UTA
0021900125,2019-11-08,POR,BRK,115,119,BRK
0021900126,2019-11-08,LAL,MIA,95,80,LAL
0021900127,2019-11-09,SAS,BOS,115,135,BOS
0021900128,2019-11-09,CHO,NOP,110,115,NOP
0021900129,2019-11-09,CHI,HOU,94,117,HOU
0021900130,2019-11-09,MEM,DAL,122,138,DAL
0021900131,2019-11-09,OKC,GSW,114,108,OKC
0021900132,2019-11-10,MIN,DEN,98,100,DEN
0021900133,2019-11-10,ORL,IND,102,109,IND
0021900134,2019-11-10,PHI,CHO,114,106,PHI
0021900135,2019-11-10,OKC,MIL,119,121,MIL
0021900136,2019-11-10,NYK,CLE,87,108,CLE
0021900137,2019-11-10,PHO,BRK,138,112,PHO
0021900138,2019-11-10,POR,ATL,124,113,POR
0021900139,2019-11-10,LAL,TOR,104,113,TOR
0021900140,2019-11-11,DET,MIN,114,120,MIN
0021900141,2019-11-11,BOS,DAL,116,106,BOS
0021900142,2019-11-11,NOP,HOU,116,122,HOU
0021900143,2019-11-11,SAS,MEM,109,113,MEM
0021900144,2019-11-11,GSW,UTA,108,122,UTA
0021900145,2019-11-11,LAC,TOR,98,88,LAC
0021900146,2019-11-12,IND,OKC,111,85,IND
0021900147,2019-11-12,PHI,CLE,98,97,PHI
0021900148,2019-11-12,MIA,DET,117,108,MIA
0021900149,2019-11-12,CHI,NYK,120,102,CHI
0021900150,2019-11-12,DEN,ATL,121,125,ATL
0021900151,2019-11-12,PHO,LAL,115,123,LAL
0021900152,2019-11-12,UTA,BRK,119,114,UTA
0021900153,2019-11-12,SAC,POR,107,99,SAC
0021900154,2019-11-13,CHO,MEM,117,119,MEM
0021900155,2019-11-13,ORL,PHI,112,97,ORL
0021900156,2019-11-13,BOS,WAS,140,133,BOS
0021900157,2019-11-13,HOU,LAC,102,93,HOU
0021900158,2019-11-13,MIN,SAS,129,114,MIN
0021900159,2019-11-13,LAL,GSW,120,94,LAL
0021900160,2019-11-13,POR,TOR,106,114,TOR
0021900161,2019-11-14,CLE,MIA,97,108,MIA
0021900162,2019-11-14,NYK,DAL,106,103,NYK
0021900163,2019-11-14,MIL,CHI,124,115,MIL
0021900164,2019-11-14,NOP,LAC,132,127,NOP
0021900165,2019-11-14,PHO,ATL,128,112,PHO
0021900166,2019-11-14,DEN,BRK,101,93,DEN
0021900167,2019-11-15,CHO,DET,109,106,CHO
0021900168,2019-11-15,ORL,SAS,111,109,ORL
0021900169,2019-11-15,HOU,IND,111,102,HOU
0021900170,2019-11-15,MEM,UTA,107,106,MEM
0021900171,2019-11-15,MIN,WAS,116,137,WAS
0021900172,2019-11-15,OKC,PHI,127,119,OKC
0021900173,2019-11-15,GSW,BOS,100,105,BOS
0021900174,2019-11-15,LAL,SAC,99,97,LAL
0021900175,2019-11-16,CHI,BRK,111,117,BRK
0021900176,2019-11-16,IND,MIL,83,102,MIL
0021900177,2019-11-16,NYK,CHO,102,103,CHO
0021900178,2019-11-16,MIA,NOP,109,94,MIA
0021900179,2019-11-16,MIN,HOU,105,125,HOU
0021900180,2019-11-16,DAL,TOR,110,102,DAL
0021900181,2019-11-16,SAS,POR,116,121,POR
0021900182,2019-11-16,LAC,ATL,150,101,LAC
0021900183,2019-11-17,CLE,PHI,95,114,PHI
0021900184,2019-11-17,SAC,BOS,100,99,SAC
0021900185,2019-11-17,ORL,WAS,125,121,ORL
0021900186,2019-11-17,MEM,DEN,114,131,DEN
0021900187,2019-11-17,NOP,GSW,108,100,NOP
0021900188,2019-11-17,LAL,ATL,122,101,LAL
0021900189,2019-11-18,NYK,CLE,123,105,NYK
0021900190,2019-11-18,BRK,IND,86,115,IND
0021900191,2019-11-18,TOR,CHO,132,96,TOR
0021900192,2019-11-18,CHI,MIL,101,115,MIL
0021900193,2019-11-18,HOU,POR,132,108,HOU
0021900194,2019-11-18,DAL,SAS,117,110,DAL
0021900195,2019-11-18,PHO,BOS,85,99,BOS
0021900196,2019-11-18,UTA,MIN,102,112,MIN
0021900197,2019-11-18,LAC,OKC,90,88,LAC
0021900198,2019-11-19,MEM,GSW,95,114,GSW
0021900199,2019-11-19,NOP,POR,115,104,NOP
0021900200,2019-11-19,SAC,PHO,120,116,SAC
0021900201,2019-11-19,LAL,OKC,112,107,LAL
0021900202,2019-11-20,PHI,NYK,109,104,PHI
0021900203,2019-11-20,WAS,SAS,138,132,WAS
0021900204,2019-11-20,ATL,MIL,127,135,MIL
0021900205,2019-11-20,BRK,CHO,101,91,BRK
0021900206,2019-11-20,MIA,CLE,124,100,MIA
0021900207,2019-11-20,TOR,ORL,113,97,TOR
0021900208,2019-11-20,DAL,GSW,142,94,DAL
0021900209,2019-11-20,CHI,DET,109,89,CHI
0021900210,2019-11-20,MIN,UTA,95,103,UTA
0021900211,2019-11-20,DEN,HOU,105,95,DEN
0021900212,2019-11-20,LAC,BOS,107,104,LAC
0021900213,2019-11-21,MIL,POR,137,129,MIL
0021900214,2019-11-21,PHO,NOP,121,124,NOP
0021900215,2019-11-22,DET,ATL,128,103,DET
0021900216,2019-11-22,WAS,CHO,125,118,WAS
0021900217,2019-11-22,BRK,SAC,116,97,BRK
0021900218,2019-11-22,PHI,SAS,115,104,PHI
0021900219,2019-11-22,CHI,MIA,108,116,MIA
0021900220,2019-11-22,OKC,LAL,127,130,LAL
0021900221,2019-11-22,DAL,CLE,143,101,DAL
0021900222,2019-11-22,DEN,BOS,96,92,DEN
0021900223,2019-11-22,UTA,GSW,113,109,UTA
0021900224,2019-11-22,LAC,HOU,122,119,LAC
0021900225,2019-11-23,MIN,PHO,98,100,PHO
0021900226,2019-11-23,CHO,CHI,115,116,CHI
0021900227,2019-11-23,IND,ORL,111,106,IND
0021900228,2019-11-23,ATL,TOR,116,119,TOR
0021900229,2019-11-23,NYK,SAS,104,111,SAS
0021900230,2019-11-23,PHI,MIA,113,86,PHI
0021900231,2019-11-23,CLE,POR,110,104,CLE
0021900232,2019-11-23,MEM,LAL,108,109,LAL
0021900233,2019-11-23,MIL,DET,104,90,MIL
0021900234,2019-11-23,UTA,NOP,128,120,UTA
0021900235,2019-11-24,HOU,DAL,123,137,DAL
0021900236,2019-11-24,NYK,BRK,101,103,BRK
0021900237,2019-11-24,WAS,SAC,106,113,SAC
0021900238,2019-11-24,DEN,PHO,116,104,DEN
0021900239,2019-11-24,LAC,NOP,134,109,LAC
0021900240,2019-11-25,CLE,BRK,106,108,BRK
0021900241,2019-11-25,DET,ORL,103,88,DET
0021900242,2019-11-25,IND,MEM,126,114,IND
0021900243,2019-11-25,ATL,MIN,113,125,MIN
0021900244,2019-11-25,BOS,SAC,103,102,BOS
0021900245,2019-11-25,MIA,CHO,117,100,MIA
0021900246,2019-11-25,TOR,PHI,101,96,TOR
0021900247,2019-11-25,CHI,POR,94,117,POR
0021900248,2019-11-25,MIL,UTA,122,118,MIL
0021900249,2019-11-25,SAS,LAL,104,114,LAL
0021900250,2019-11-25,GSW,OKC,97,100,OKC
0021900251,2019-11-26,DAL,LAC,99,114,LAC
0021900252,2019-11-26,DEN,WAS,117,104,DEN
0021900253,2019-11-27,BOS,BRK,121,110,BOS
0021900254,2019-11-27,CHO,DET,102,101,CHO
0021900255,2019-11-27,CLE,ORL,104,116,ORL
0021900256,2019-11-27,IND,UTA,121,102,IND
0021900257,2019-11-27,PHI,SAC,97,91,PHI
0021900258,2019-11-27,TOR,NYK,126,98,TOR
0021900259,2019-11-27,HOU,MIA,117,108,HOU
0021900260,2019-11-27,MEM,LAC,119,121,LAC
0021900261,2019-11-27,MIL,ATL,111,102,MIL
0021900262,2019-11-27,SAS,MIN,101,113,MIN
0021900263,2019-11-27,PHO,WAS,132,140,WAS
0021900264,2019-11-27,NOP,LAL,110,114,LAL
0021900265,2019-11-27,POR,OKC,136,119,POR
0021900266,2019-11-27,GSW,CHI,104,90,GSW
0021900267,2019-11-29,BRK,BOS,112,107,BRK
0021900268,2019-11-29,DET,CHO,107,110,CHO
0021900269,2019-11-29,ORL,TOR,83,90,TOR
0021900270,2019-11-29,CLE,MIL,110,119,MIL
0021900271,2019-11-29,NYK,PHI,95,101,PHI
0021900272,2019-11-29,IND,ATL,105,104,IND
0021900273,2019-11-29,MIA,GSW,122,105,MIA
0021900274,2019-11-29,MEM,UTA,94,103,UTA
0021900275,2019-11-29,OKC,NOP,109,104,OKC
0021900276,2019-11-29,SAS,LAC,107,97,SAS
0021900277,2019-11-29,PHO,DAL,113,120,DAL
0021900278,2019-11-29,POR,CHI,107,103,POR
0021900279,2019-11-29,LAL,WAS,125,103,LAL
0021900280,2019-11-30,SAC,DEN,100,97,SAC
0021900281,2019-11-30,PHI,IND,119,116,PHI
0021900282,2019-11-30,HOU,ATL,158,111,HOU
0021900283,2019-11-30,MIL,CHO,137,96,MIL
0021900284,2019-12-01,BRK,MIA,106,109,MIA
0021900285,2019-12-01,NYK,BOS,104,113,BOS
0021900286,2019-12-01,MIN,MEM,107,115,MEM
0021900287,2019-12-01,LAL,DAL,100,114,DAL
0021900288,2019-12-01,DET,SAS,132,98,DET
0021900289,2019-12-01,NOP,OKC,104,107,OKC
0021900290,2019-12-01,ORL,GSW,100,96,ORL
0021900291,2019-12-01,TOR,UTA,130,110,TOR
0021900292,2019-12-01,LAC,WAS,150,125,LAC
0021900293,2019-12-02,CHO,PHO,104,109,PHO
0021900294,2019-12-02,PHI,UTA,103,94,PHI
0021900295,2019-12-02,ATL,GSW,104,79,ATL
0021900296,2019-12-02,MEM,IND,104,117,IND
0021900297,2019-12-02,MIL,NYK,132,88,MIL
0021900298,2019-12-02,SAC,CHI,106,113,CHI
0021900299,2019-12-03,CLE,DET,94,127,DET
0021900300,2019-12-03,WAS,ORL,120,127,ORL
0021900301,2019-12-03,TOR,MIA,110,121,MIA
0021900302,2019-12-03,NOP,DAL,97,118,DAL
0021900303,2019-12-03,SAS,HOU,135,133,SAS
0021900304,2019-12-03,DEN,LAL,96,105,LAL
0021900305,2019-12-03,LAC,POR,117,97,LAC
0021900306,2019-12-04,CHO,GSW,106,91,CHO
0021900307,2019-12-04,DET,MIL,103,127,MIL
0021900308,2019-12-04,ORL,PHO,128,114,ORL
0021900309,2019-12-04,ATL,BRK,118,130,BRK
0021900310,2019-12-04,BOS,MIA,112,93,BOS
0021900311,2019-12-04,CHI,MEM,106,99,CHI
0021900312,2019-12-04,OKC,IND,100,107,IND
0021900313,2019-12-04,DAL,MIN,121,114,DAL
0021900314,2019-12-04,UTA,LAL,96,121,LAL
0021900315,2019-12-04,POR,SAC,127,116,POR
0021900316,2019-12-05,WAS,PHI,119,113,WAS
0021900317,2019-12-05,NYK,DEN,92,129,DEN
0021900318,2019-12-05,TOR,HOU,109,119,HOU
0021900319,2019-12-05,NOP,PHO,132,139,PHO
0021900320,2019-12-06,CHO,BRK,104,111,BRK
0021900321,2019-12-06,CLE,ORL,87,93,ORL
0021900322,2019-12-06,DET,IND,108,101,DET
0021900323,2019-12-06,BOS,DEN,108,95,BOS
0021900324,2019-12-06,MIA,WAS,112,103,MIA
0021900325,2019-12-06,CHI,GSW,98,100,GSW
0021900326,2019-12-06,OKC,MIN,139,127,OKC
0021900327,2019-12-06,MIL,LAC,119,91,MIL
0021900328,2019-12-06,SAS,SAC,105,104,SAS
0021900329,2019-12-06,POR,LAL,113,136,LAL
0021900330,2019-12-07,DAL,NOP,130,84,DAL
0021900331,2019-12-07,NYK,IND,103,104,IND
0021900332,2019-12-07,PHI,CLE,141,94,PHI
0021900333,2019-12-07,HOU,PHO,115,109,HOU
0021900334,2019-12-07,UTA,MEM,126,112,UTA
0021900335,2019-12-08,BRK,DEN,105,102,BRK
0021900336,2019-12-08,CHO,ATL,107,122,ATL
0021900337,2019-12-08,MIA,CHI,110,105,MIA
0021900338,2019-12-08,PHI,TOR,110,104,PHI
0021900339,2019-12-08,WAS,LAC,119,135,LAC
0021900340,2019-12-08,DAL,SAC,106,110,SAC
0021900341,2019-12-08,POR,OKC,96,108,OKC
0021900342,2019-12-08,LAL,MIN,142,125,LAL
0021900343,2019-12-09,IND,LAC,99,110,LAC
0021900344,2019-12-09,BOS,CLE,110,88,BOS
0021900345,2019-12-09,CHI,TOR,92,93,TOR
0021900346,2019-12-09,HOU,SAC,118,119,SAC
0021900347,2019-12-09,MIL,ORL,110,101,MIL
0021900348,2019-12-09,NOP,DET,103,105,DET
0021900349,2019-12-09,PHO,MIN,125,109,PHO
0021900350,2019-12-09,UTA,OKC,90,104,OKC
0021900351,2019-12-09,GSW,MEM,102,110,MEM
0021900352,2019-12-10,CHO,WAS,114,107,CHO
0021900353,2019-12-10,PHI,DEN,97,92,PHI
0021900354,2019-12-10,MIA,ATL,135,121,MIA
0021900355,2019-12-10,POR,NYK,115,87,POR
0021900356,2019-12-11,CLE,HOU,110,116,HOU
0021900357,2019-12-11,IND,BOS,122,117,IND
0021900358,2019-12-11,ORL,LAL,87,96,LAL
0021900359,2019-12-11,TOR,LAC,92,112,LAC
0021900360,2019-12-11,BRK,CHO,108,113,CHO
0021900361,2019-12-11,CHI,ATL,136,102,CHI
0021900362,2019-12-11,MIN,UTA,116,127,UTA
0021900363,2019-12-11,PHO,MEM,108,115,MEM
0021900364,2019-12-11,MIL,NOP,127,112,MIL
0021900365,2019-12-11,SAC,OKC,94,93,SAC
0021900366,2019-12-11,GSW,NYK,122,124,NYK
0021900367,2019-12-12,BOS,PHI,109,115,PHI
0021900368,2019-12-12,SAS,CLE,109,117,CLE
0021900369,2019-12-12,DET,DAL,111,122,DAL
0021900370,2019-12-12,DEN,POR,114,99,DEN
0021900371,2019-12-13,ORL,HOU,107,130,HOU
0021900372,2019-12-13,PHI,NOP,116,109,PHI
0021900373,2019-12-13,ATL,IND,100,110,IND
0021900374,2019-12-13,MIA,LAL,110,113,LAL
0021900375,2019-12-13,CHI,CHO,73,83,CHO
0021900376,2019-12-13,MEM,MIL,114,127,MIL
0021900377,2019-12-13,MIN,LAC,117,124,LAC
0021900378,2019-12-13,SAC,NYK,101,103,NYK
0021900379,2019-12-13,UTA,GSW,114,106,UTA
0021900380,2019-12-14,PHO,SAS,119,121,SAS
0021900381,2019-12-14,TOR,BRK,110,102,TOR
0021900382,2019-12-14,CHI,LAC,109,106,CHI
0021900383,2019-12-14,MEM,WAS,128,111,MEM
0021900384,2019-12-14,DAL,MIA,118,122,MIA
0021900385,2019-12-14,MIL,CLE,125,108,MIL
0021900386,2019-12-14,HOU,DET,107,115,DET
0021900387,2019-12-14,DEN,OKC,110,102,DEN
0021900388,2019-12-15,NOP,ORL,119,130,ORL
0021900389,2019-12-15,IND,CHO,107,85,IND
0021900390,2019-12-15,ATL,LAL,96,101,LAL
0021900391,2019-12-15,BRK,PHI,109,89,BRK
0021900392,2019-12-15,DEN,NYK,111,105,DEN
0021900393,2019-12-15,GSW,SAC,79,100,SAC
0021900394,2019-12-16,DET,WAS,119,133,WAS
0021900395,2019-12-16,TOR,CLE,133,113,TOR
0021900396,2019-12-16,HOU,SAS,109,107,HOU
0021900397,2019-12-16,MEM,MIA,118,111,MEM
0021900398,2019-12-16,MIL,DAL,116,120,DAL
0021900399,2019-12-16,OKC,CHI,109,106,OKC
0021900400,2019-12-16,PHO,POR,110,111,POR
0021900401,2019-12-17,CHO,SAC,110,102,CHO
0021900402,2019-12-17,IND,LAL,105,102,IND
0021900403,2019-12-17,NYK,ATL,143,120,NYK
0021900404,2019-12-17,NOP,BRK,101,108,BRK
0021900405,2019-12-17,UTA,ORL,109,102,UTA
0021900406,2019-12-17,LAC,PHO,120,99,LAC
0021900407,2019-12-18,CLE,CHO,100,98,CLE
0021900408,2019-12-18,DET,TOR,99,112,TOR
0021900409,2019-12-18,WAS,CHI,109,110,CHI
0021900410,2019-12-18,PHI,MIA,104,108,MIA
0021900411,2019-12-18,MIN,NOP,99,107,NOP
0021900412,2019-12-18,OKC,MEM,126,122,OKC
0021900413,2019-12-18,DAL,BOS,103,109,BOS
0021900414,2019-12-18,DEN,ORL,113,104,DEN
0021900415,2019-12-18,POR,GSW,122,112,POR
0021900416,2019-12-19,ATL,UTA,106,111,UTA
0021900417,2019-12-19,MIL,LAL,111,104,MIL
0021900418,2019-12-19,SAS,BRK,118,105,SAS
0021900419,2019-12-19,LAC,HOU,117,122,HOU
0021900420,2019-12-20,CLE,MEM,114,107,CLE
0021900421,2019-12-20,IND,SAC,119,105,IND
0021900422,2019-12-20,BOS,DET,114,93,BOS
0021900423,2019-12-20,TOR,WAS,122,118,TOR
0021900424,2019-12-20,MIA,NYK,129,114,MIA
0021900425,2019-12-20,PHI,DAL,98,117,DAL
0021900426,2019-12-20,OKC,PHO,126,108,OKC
0021900427,2019-12-20,DEN,MIN,109,100,DEN
0021900428,2019-12-20,POR,ORL,118,103,POR
0021900429,2019-12-20,GSW,NOP,106,102,GSW
0021900430,2019-12-21,CHO,UTA,107,114,UTA
0021900431,2019-12-21,BRK,ATL,122,112,BRK
0021900432,2019-12-21,DET,CHI,107,119,CHI
0021900433,2019-12-21,PHI,WAS,125,108,PHI
0021900434,2019-12-21,NYK,MIL,102,123,MIL
0021900435,2019-12-21,MEM,SAC,119,115,MEM
0021900436,2019-12-21,SAS,LAC,109,134,LAC
0021900437,2019-12-21,PHO,HOU,125,139,HOU
0021900438,2019-12-21,POR,MIN,113,106,POR
0021900439,2019-12-22,TOR,DAL,110,107,TOR
0021900440,2019-12-22,BOS,CHO,119,93,BOS
0021900441,2019-12-22,MIL,IND,117,89,MIL
0021900442,2019-12-22,OKC,LAC,118,112,OKC
0021900443,2019-12-22,LAL,DEN,104,128,DEN
0021900444,2019-12-23,CLE,ATL,121,118,CLE
0021900445,2019-12-23,DET,PHI,109,125,PHI
0021900446,2019-12-23,IND,TOR,120,115,IND
0021900447,2019-12-23,NYK,WAS,115,121,WAS
0021900448,2019-12-23,ORL,CHI,103,95,ORL
0021900449,2019-12-23,MIA,UTA,107,104,MIA
0021900450,2019-12-23,MEM,SAS,115,145,SAS
0021900451,2019-12-23,PHO,DEN,111,113,DEN
0021900452,2019-12-23,POR,NOP,94,102,NOP
0021900453,2019-12-23,SAC,HOU,104,113,HOU
0021900454,2019-12-23,GSW,MIN,113,104,GSW
0021900455,2019-12-25,TOR,BOS,102,118,BOS
0021900456,2019-12-25,PHI,MIL,121,109,PHI
0021900457,2019-12-25,GSW,HOU,116,104,GSW
0021900458,2019-12-25,LAL,LAC,106,111,LAC
0021900459,2019-12-25,DEN,NOP,100,112,NOP
0021900460,2019-12-26,DET,WAS,132,102,DET
0021900461,2019-12-26,BRK,NYK,82,94,NYK
0021900462,2019-12-26,OKC,MEM,97,110,MEM
0021900463,2019-12-26,DAL,SAS,102,98,DAL
0021900464,2019-12-26,SAC,MIN,104,105,MIN
0021900465,2019-12-26,UTA,POR,121,115,UTA
0021900466,2019-12-27,BOS,CLE,129,117,BOS
0021900467,2019-12-27,CHO,OKC,102,104,OKC
0021900468,2019-12-27,ORL,PHI,98,97,ORL
0021900469,2019-12-27,ATL,MIL,86,112,MIL
0021900470,2019-12-27,MIA,IND,113,112,MIA
0021900471,2019-12-27,GSW,PHO,105,96,GSW
0021900472,2019-12-28,DEN,MEM,119,110,DEN
0021900473,2019-12-28,BOS,TOR,97,113,TOR
0021900474,2019-12-28,NOP,IND,120,98,NOP
0021900475,2019-12-28,MIA,PHI,117,116,MIA
0021900476,2019-12-28,WAS,NYK,100,107,NYK
0021900477,2019-12-28,CHI,ATL,116,81,CHI
0021900478,2019-12-28,HOU,BRK,108,98,HOU
0021900479,2019-12-28,MIN,CLE,88,94,CLE
0021900480,2019-12-28,MIL,ORL,111,100,MIL
0021900481,2019-12-28,SAS,DET,136,109,SAS
0021900482,2019-12-28,GSW,DAL,121,141,DAL
0021900483,2019-12-28,SAC,PHO,110,112,PHO
0021900484,2019-12-28,POR,LAL,120,128,LAL
0021900485,2019-12-28,LAC,UTA,107,120,UTA
0021900486,2019-12-29,TOR,OKC,97,98,OKC
0021900487,2019-12-29,MEM,CHO,117,104,MEM
0021900488,2019-12-29,NOP,HOU,127,112,NOP
0021900489,2019-12-29,DEN,SAC,120,115,DEN
0021900490,2019-12-29,LAL,DAL,108,95,LAL
0021900491,2019-12-30,ORL,ATL,93,101,ATL
0021900492,2019-12-30,WAS,MIA,123,105,WAS
0021900493,2019-12-30,CHI,MIL,102,123,MIL
0021900494,2019-12-30,MIN,BRK,122,115,MIN
0021900495,2019-12-30,UTA,DET,104,81,UTA
0021900496,2019-12-30,POR,PHO,116,122,PHO
0021900497,2019-12-31,CHO,BOS,92,109,BOS
0021900498,2019-12-31,IND,PHI,115,97,IND
0021900499,2019-12-31,SAC,LAC,87,105,LAC
0021900500,2019-12-31,TOR,CLE,117,97,TOR
0021900501,2019-12-31,HOU,DEN,130,104,HOU
0021900502,2019-12-31,SAS,GSW,117,113,SAS
0021900503,2019-12-31,OKC,DAL,106,101,OKC
