game_id,game_date,home,away,home_pts,away_pts,winner
0022100001,2021-10-19,MIL,BRK,127,104,MIL
0022100002,2021-10-19,LAL,GSW,114,121,GSW
0022100003,2021-10-20,CHO,IND,123,122,CHO
0022100004,2021-10-20,DET,CHI,88,94,CHI
0022100005,2021-10-20,NYK,BOS,138,134,NYK
0022100006,2021-10-20,TOR,WAS,83,98,WAS
0022100007,2021-10-20,MEM,CLE,132,121,MEM
0022100008,2021-10-20,MIN,HOU,124,106,MIN
0022100009,2021-10-20,NOP,PHI,97,117,PHI
0022100010,2021-10-20,SAS,ORL,123,97,SAS
0022100011,2021-10-20,UTA,OKC,107,86,UTA
0022100012,2021-10-20,PHO,DEN,98,110,DEN
0022100013,2021-10-20,POR,SAC,121,124,SAC
0022100014,2021-10-21,ATL,DAL,113,87,ATL
0022100015,2021-10-21,MIA,MIL,137,95,MIA
0022100016,2021-10-21,GSW,LAC,115,113,GSW
0022100017,2021-10-22,CLE,CHO,112,123,CHO
0022100018,2021-10-22,ORL,NYK,96,121,NYK
0022100019,2021-10-22,WAS,IND,135,134,WAS
0022100020,2021-10-22,BOS,TOR,83,115,TOR
0022100021,2021-10-22,PHI,BRK,109,114,BRK
0022100022,2021-10-22,CHI,NOP,128,112,CHI
0022100023,2021-10-22,HOU,OKC,124,91,HOU
0022100024,2021-10-22,DEN,SAS,102,96,DEN
0022100025,2021-10-22,LAL,PHO,105,115,PHO
0022100026,2021-10-22,SAC,UTA,101,110,UTA
0022100027,2021-10-23,CLE,ATL,101,95,CLE
0022100028,2021-10-23,IND,MIA,102,91,IND
0022100029,2021-10-23,TOR,DAL,95,103,DAL
0022100030,2021-10-23,CHI,DET,97,82,CHI
0022100031,2021-10-23,MIN,NOP,96,89,MIN
0022100032,2021-10-23,SAS,MIL,111,121,MIL
0022100033,2021-10-23,POR,PHO,134,105,POR
0022100034,2021-10-23,LAC,MEM,114,120,MEM
0022100035,2021-10-24,BRK,CHO,95,111,CHO
0022100036,2021-10-24,NYK,ORL,104,110,ORL
0022100037,2021-10-24,HOU,BOS,97,107,BOS
0022100038,2021-10-24,OKC,PHI,103,115,PHI
